Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,CHECK%,CHECK EV
Ah 8d 2c,4d,Ac6d,0.898,67.75,6.11287,75.194,0.14,4.79,99.86,6.11
Ah 8d 2c,4d,Ac7d,0.851,68.12,6.18909,75.7155,0.14,4.93,99.86,6.19
Ah 8d 2c,4d,Ac9d,0.612,68.57,6.38027,77.5367,0.13,5.11,99.87,6.38
Ah 8d 2c,4d,AcTd,0.692,71.18,7.02641,82.2586,0.12,5.60,99.88,7.03
Ah 8d 2c,4d,AcJd,0.725,74.42,7.95653,89.1006,0.14,6.65,99.86,7.96
Ah 8d 2c,4d,Ac2h,0.596,84.28,12.1403,120.039,0.28,11.48,99.72,12.14
Ah 8d 2c,4d,Ac3h,0.913,69.52,6.63374,79.52,0.16,5.56,99.84,6.64
Ah 8d 2c,4d,Ac4h,0.904,85.01,12.591,123.426,0.25,11.84,99.75,12.59
Ah 8d 2c,4d,Ac5h,0.845,69.75,6.70231,80.0733,0.16,5.59,99.84,6.70
Ah 8d 2c,4d,Ac6h,0.883,67.15,5.89926,73.2072,0.13,4.56,99.87,5.90
Ah 8d 2c,4d,Ac7h,0.792,67.20,5.90534,73.2323,0.13,4.55,99.87,5.91
Ah 8d 2c,4d,Ac8h,0.415,89.68,14.9578,138.985,1.10,14.77,98.90,14.96
Ah 8d 2c,4d,Ac9h,0.541,67.51,6.13995,75.7929,0.12,4.68,99.88,6.14
Ah 8d 2c,4d,AcTh,0.673,70.42,6.84547,81.0029,0.12,5.39,99.88,6.85
Ah 8d 2c,4d,AcJh,0.668,73.48,7.82618,88.7535,0.13,6.46,99.87,7.83
Ah 8d 2c,4d,Ac2s,0.658,84.28,12.1492,120.132,0.28,11.48,99.72,12.15
Ah 8d 2c,4d,Ac3s,0.815,69.63,6.67989,79.9439,0.16,5.60,99.84,6.68
Ah 8d 2c,4d,Ac4s,0.795,85.04,12.633,123.79,0.23,11.83,99.77,12.63
Ah 8d 2c,4d,Ac5s,0.806,69.99,6.76025,80.4889,0.16,5.68,99.84,6.76
Ah 8d 2c,4d,Ac6s,0.838,67.38,5.94507,73.5274,0.13,4.61,99.87,5.95
Ah 8d 2c,4d,Ac7s,0.712,67.70,6.01389,74.0234,0.13,4.67,99.87,6.02
Ah 8d 2c,4d,Ac8s,0.406,89.83,14.9386,138.576,1.17,14.76,98.83,14.94
Ah 8d 2c,4d,Ac9s,0.594,68.71,6.33569,76.8405,0.13,4.96,99.87,6.34
Ah 8d 2c,4d,AcTs,0.718,70.80,6.91317,81.3696,0.12,5.48,99.88,6.91
Ah 8d 2c,4d,AcJs,0.711,74.01,7.94537,89.4568,0.13,6.59,99.87,7.95
Ah 8d 2c,4d,6d6c,0.708,40.89,2.97743,60.6846,0.31,2.38,99.69,2.98
Ah 8d 2c,4d,6d5d,0.137,37.09,6.58365,147.93,4.87,6.53,95.13,6.59
Ah 8d 2c,4d,7d7c,0.658,40.34,2.95726,61.0966,0.26,2.22,99.74,2.96
Ah 8d 2c,4d,7d6d,0.249,31.88,4.96637,129.832,0.74,4.64,99.26,4.97
Ah 8d 2c,4d,9d9c,0.687,51.87,4.10743,65.9939,0.10,2.41,99.90,4.11
Ah 8d 2c,4d,TdTc,0.827,54.57,4.34151,66.2951,0.10,2.59,99.90,4.34
Ah 8d 2c,4d,Td9d,0.375,30.46,3.71989,101.773,0.43,3.21,99.57,3.72
Ah 8d 2c,4d,JdTc,0.022,23.80,2.67729,93.7506,0.14,1.32,99.86,2.68
Ah 8d 2c,4d,Jd9d,0.476,35.15,3.85134,91.3121,0.37,3.30,99.63,3.85
Ah 8d 2c,4d,JdTd,0.426,39.08,3.99142,85.1026,0.29,3.26,99.71,3.99
Ah 8d 2c,4d,JdTh,0.064,23.79,2.68161,93.9324,0.14,1.32,99.86,2.68
Ah 8d 2c,4d,JdTs,0.245,23.94,2.77122,96.4682,0.15,1.44,99.85,2.77
Ah 8d 2c,4d,QdTc,0.003,30.30,2.70559,74.4064,0.16,1.56,99.84,2.71
Ah 8d 2c,4d,QdJc,0.004,33.00,2.70619,68.3443,0.17,1.63,99.83,2.71
Ah 8d 2c,4d,Qd9d,0.125,42.10,4.0786,80.7367,0.35,3.56,99.65,4.08
Ah 8d 2c,4d,QdTd,0.403,44.58,4.19264,78.3751,0.27,3.47,99.73,4.19
Ah 8d 2c,4d,QdJd,0.528,46.74,4.28803,76.4448,0.25,3.56,99.75,4.29
Ah 8d 2c,4d,QdTh,0.003,30.28,2.71096,74.5973,0.16,1.55,99.84,2.71
Ah 8d 2c,4d,QdJh,0.004,32.85,2.69001,68.2412,0.16,1.56,99.84,2.69
Ah 8d 2c,4d,QdTs,0.003,30.62,2.8094,76.4514,0.17,1.68,99.83,2.81
Ah 8d 2c,4d,QdJs,0.012,33.34,2.83784,70.9375,0.17,1.74,99.83,2.84
Ah 8d 2c,4d,KdTc,0.002,37.84,2.87642,63.3502,0.16,1.69,99.84,2.88
Ah 8d 2c,4d,KdJc,0.003,38.09,2.87973,63.0069,0.16,1.79,99.84,2.88
Ah 8d 2c,4d,KdQc,0.004,38.58,2.92896,63.2647,0.20,2.05,99.80,2.93
Ah 8d 2c,4d,Kd2d,0.368,55.08,6.34859,96.0572,0.35,5.78,99.65,6.35
Ah 8d 2c,4d,Kd3d,0.224,52.63,5.88927,93.2504,1.00,5.62,99.00,5.89
Ah 8d 2c,4d,Kd5d,0.296,52.98,5.94878,93.57,0.49,5.48,99.51,5.95
Ah 8d 2c,4d,Kd6d,0.002,49.19,4.8198,81.6548,0.25,4.04,99.75,4.82
Ah 8d 2c,4d,Kd7d,0.003,49.28,4.72633,79.9153,0.32,4.10,99.68,4.73
Ah 8d 2c,4d,Kd9d,0.428,50.20,4.58217,76.0717,0.23,3.84,99.77,4.58
Ah 8d 2c,4d,KdTd,0.854,50.99,4.70676,76.9178,0.20,3.78,99.80,4.71
Ah 8d 2c,4d,KdJd,0.971,51.23,4.81834,78.3844,0.19,3.86,99.81,4.82
Ah 8d 2c,4d,KdQd,0.981,51.68,4.89423,78.9126,0.20,4.02,99.80,4.90
Ah 8d 2c,4d,KdTh,0.002,37.81,2.87934,63.4556,0.16,1.69,99.84,2.88
Ah 8d 2c,4d,KdJh,0.003,37.90,2.87615,63.242,0.16,1.73,99.84,2.88
Ah 8d 2c,4d,KdQh,0.004,38.56,2.9296,63.3193,0.20,2.07,99.80,2.93
Ah 8d 2c,4d,KdTs,0.002,38.21,2.97205,64.8146,0.16,1.80,99.84,2.97
Ah 8d 2c,4d,KdJs,0.003,38.53,2.99568,64.7968,0.16,1.91,99.84,3.00
Ah 8d 2c,4d,KdQs,0.009,38.95,3.02115,64.6399,0.20,2.17,99.80,3.02
Ah 8d 2c,4d,Ad3c,0.909,69.84,6.7511,80.5582,0.19,5.81,99.81,6.75
Ah 8d 2c,4d,Ad4c,0.905,85.59,12.8404,125.023,0.26,12.11,99.74,12.84
Ah 8d 2c,4d,Ad5c,0.866,70.08,6.81366,81.017,0.18,5.81,99.82,6.82
Ah 8d 2c,4d,Ad6c,0.896,67.43,6.00723,74.2376,0.14,4.75,99.86,6.01
Ah 8d 2c,4d,Ad7c,0.832,67.52,6.02208,74.3235,0.14,4.76,99.86,6.02
Ah 8d 2c,4d,Ad8c,0.419,90.29,15.2438,140.689,1.17,15.07,98.83,15.25
Ah 8d 2c,4d,Ad9c,0.610,68.12,6.31147,77.2158,0.13,4.97,99.87,6.31
Ah 8d 2c,4d,AdTc,0.680,70.82,7.0037,82.4142,0.13,5.64,99.87,7.01
Ah 8d 2c,4d,AdJc,0.697,74.13,8.07378,90.7663,0.14,6.75,99.86,8.08
Ah 8d 2c,4d,Ad2d,0.398,88.39,14.7966,139.501,1.07,14.60,98.93,14.80
Ah 8d 2c,4d,Ad3d,0.742,76.96,10.076,109.104,0.79,9.83,99.21,10.08
Ah 8d 2c,4d,Ad5d,0.651,77.21,10.1293,109.321,0.68,9.84,99.32,10.13
Ah 8d 2c,4d,Ad6d,0.756,75.36,9.59776,106.129,0.24,8.88,99.76,9.60
Ah 8d 2c,4d,Ad7d,0.516,75.44,9.49889,104.923,0.24,8.83,99.76,9.50
Ah 8d 2c,4d,Ad9d,0.491,75.85,9.69896,106.562,0.35,9.22,99.65,9.70
Ah 8d 2c,4d,AdTd,0.693,78.10,10.3065,109.978,0.38,9.85,99.62,10.31
Ah 8d 2c,4d,Ad2h,0.659,84.79,12.3554,121.433,0.28,11.67,99.72,12.36
Ah 8d 2c,4d,Ad3h,0.914,69.83,6.75159,80.568,0.18,5.80,99.82,6.75
Ah 8d 2c,4d,Ad4h,0.909,85.60,12.8436,125.035,0.26,12.12,99.74,12.85
Ah 8d 2c,4d,Ad5h,0.855,70.07,6.81405,81.035,0.17,5.80,99.83,6.82
Ah 8d 2c,4d,Ad6h,0.884,67.42,6.00236,74.1956,0.14,4.75,99.86,6.00
Ah 8d 2c,4d,Ad7h,0.806,67.49,6.0115,74.226,0.14,4.76,99.86,6.01
Ah 8d 2c,4d,Ad8h,0.352,90.33,15.2434,140.629,1.16,15.06,98.84,15.25
Ah 8d 2c,4d,Ad9h,0.543,67.85,6.27061,77.0182,0.13,4.92,99.87,6.27
Ah 8d 2c,4d,AdTh,0.684,70.82,7.00127,82.3836,0.13,5.64,99.87,7.00
Ah 8d 2c,4d,AdJh,0.674,73.97,7.99115,90.0288,0.14,6.70,99.86,7.99
Ah 8d 2c,4d,Ad2s,0.706,84.79,12.3624,121.507,0.27,11.67,99.73,12.36
Ah 8d 2c,4d,Ad3s,0.828,69.94,6.80007,81.0177,0.18,5.84,99.82,6.80
Ah 8d 2c,4d,Ad4s,0.821,85.63,12.8881,125.424,0.24,12.10,99.76,12.89
Ah 8d 2c,4d,Ad5s,0.814,70.31,6.8757,81.49,0.18,5.89,99.82,6.88
Ah 8d 2c,4d,Ad6s,0.841,67.64,6.04753,74.5015,0.14,4.79,99.86,6.05
Ah 8d 2c,4d,Ad7s,0.730,67.99,6.12152,75.0305,0.14,4.87,99.86,6.12
Ah 8d 2c,4d,Ad8s,0.346,90.47,15.2242,140.229,1.23,15.05,98.77,15.23
Ah 8d 2c,4d,Ad9s,0.590,69.04,6.45854,77.9555,0.14,5.18,99.86,6.46
Ah 8d 2c,4d,AdTs,0.727,71.19,7.06677,82.72,0.13,5.73,99.87,7.07
Ah 8d 2c,4d,AdJs,0.708,74.49,8.09511,90.5589,0.14,6.83,99.86,8.10
Ah 8d 2c,4d,6h6c,0.715,40.58,2.90389,59.6366,0.22,2.08,99.78,2.91
Ah 8d 2c,4d,6h6d,0.756,40.87,2.97097,60.5824,0.31,2.37,99.69,2.97
Ah 8d 2c,4d,6h5h,0.182,23.00,3.80923,138.036,0.73,3.61,99.27,3.81
Ah 8d 2c,4d,7h7c,0.535,39.80,2.78297,58.2758,0.18,1.78,99.82,2.78
Ah 8d 2c,4d,7h7d,0.625,40.33,2.95641,61.0947,0.25,2.21,99.75,2.96
Ah 8d 2c,4d,7h6h,0.305,15.81,2.99785,158.025,0.31,2.34,99.69,3.00
Ah 8d 2c,4d,8h8c,0.020,95.28,23.9585,209.545,20.98,23.95,79.02,23.96
Ah 8d 2c,4d,8h7h,0.467,47.44,3.40099,59.7426,0.28,2.74,99.72,3.40
Ah 8d 2c,4d,9h9c,0.608,50.81,3.79849,62.3042,0.09,1.79,99.91,3.80
Ah 8d 2c,4d,9h9d,0.704,51.52,4.04161,65.3753,0.10,2.34,99.90,4.04
Ah 8d 2c,4d,9h8h,0.887,48.33,3.34131,57.6124,0.17,2.30,99.83,3.34
Ah 8d 2c,4d,ThTc,0.837,53.88,4.13073,63.8866,0.09,2.19,99.91,4.13
Ah 8d 2c,4d,ThTd,0.862,54.57,4.34009,66.2762,0.10,2.59,99.90,4.34
Ah 8d 2c,4d,Th8h,0.703,50.37,3.62486,59.9762,0.16,2.50,99.84,3.63
Ah 8d 2c,4d,Th9h,0.338,12.90,2.15808,139.421,0.12,0.52,99.88,2.16
Ah 8d 2c,4d,JhTc,0.078,23.27,2.3207,83.116,0.12,0.74,99.88,2.32
Ah 8d 2c,4d,JhTd,0.120,23.68,2.55178,89.7948,0.15,1.21,99.85,2.55
Ah 8d 2c,4d,Jh8h,0.746,51.49,3.84516,62.2346,0.14,2.48,99.86,3.85
Ah 8d 2c,4d,Jh9h,0.432,18.45,2.13668,96.515,0.12,0.56,99.88,2.14
Ah 8d 2c,4d,JhTh,0.409,23.33,2.33858,83.5386,0.12,0.77,99.88,2.34
Ah 8d 2c,4d,JhTs,0.339,23.42,2.41841,86.0514,0.12,0.88,99.88,2.42
Ah 8d 2c,4d,QhTc,0.003,29.89,2.48603,69.3151,0.14,1.19,99.86,2.49
Ah 8d 2c,4d,QhJc,0.003,32.48,2.48515,63.7527,0.15,1.30,99.85,2.49
Ah 8d 2c,4d,QhTd,0.003,30.39,2.72648,74.7706,0.17,1.61,99.83,2.73
Ah 8d 2c,4d,QhJd,0.004,33.00,2.81707,71.1299,0.17,1.77,99.83,2.82
Ah 8d 2c,4d,Qh8h,0.834,53.36,4.06028,63.4136,0.15,2.87,99.85,4.06
Ah 8d 2c,4d,Qh9h,0.078,26.82,2.33901,72.6744,0.14,1.04,99.86,2.34
Ah 8d 2c,4d,QhTh,0.384,29.93,2.51666,70.0636,0.14,1.21,99.86,2.52
Ah 8d 2c,4d,QhJh,0.513,32.40,2.49673,64.2172,0.15,1.27,99.85,2.50
Ah 8d 2c,4d,QhTs,0.003,30.22,2.59643,71.6077,0.15,1.33,99.85,2.60
Ah 8d 2c,4d,QhJs,0.008,32.83,2.6212,66.5324,0.16,1.45,99.84,2.62
Ah 8d 2c,4d,KhTc,0.002,37.28,2.64899,59.2197,0.13,1.21,99.87,2.65
Ah 8d 2c,4d,KhJc,0.003,37.52,2.68422,59.6156,0.13,1.27,99.87,2.69
Ah 8d 2c,4d,KhQc,0.004,38.03,2.72078,59.6267,0.15,1.53,99.85,2.72
Ah 8d 2c,4d,KhTd,0.002,37.82,2.87648,63.3835,0.15,1.62,99.85,2.88
Ah 8d 2c,4d,KhJd,0.003,38.08,3.01032,65.88,0.14,1.75,99.86,3.01
Ah 8d 2c,4d,KhQd,0.004,38.55,2.96531,64.1086,0.17,1.92,99.83,2.97
Ah 8d 2c,4d,Kh2h,0.372,41.48,3.19245,64.1349,0.34,2.65,99.66,3.19
Ah 8d 2c,4d,Kh3h,0.392,40.53,3.26242,67.0838,0.29,2.57,99.71,3.26
Ah 8d 2c,4d,Kh4h,0.326,42.29,3.16058,62.2797,0.33,2.60,99.67,3.16
Ah 8d 2c,4d,Kh5h,0.361,40.83,3.26584,66.6506,0.29,2.57,99.71,3.27
Ah 8d 2c,4d,Kh6h,0.009,35.83,2.69905,62.781,0.15,1.45,99.85,2.70
Ah 8d 2c,4d,Kh7h,0.006,35.87,2.68382,62.3531,0.14,1.37,99.86,2.69
Ah 8d 2c,4d,Kh8h,0.632,54.47,4.28413,65.5429,0.15,3.06,99.85,4.29
Ah 8d 2c,4d,Kh9h,0.529,36.24,2.54716,58.5722,0.12,0.99,99.88,2.55
Ah 8d 2c,4d,KhTh,0.790,37.25,2.64628,59.1978,0.13,1.21,99.87,2.65
Ah 8d 2c,4d,KhJh,0.960,37.33,2.68693,59.9855,0.12,1.21,99.88,2.69
Ah 8d 2c,4d,KhQh,0.976,38.00,2.71658,59.5742,0.15,1.53,99.85,2.72
Ah 8d 2c,4d,KhTs,0.002,37.66,2.74587,60.7583,0.13,1.34,99.87,2.75
Ah 8d 2c,4d,KhJs,0.003,37.97,2.80659,61.5946,0.13,1.41,99.87,2.81
Ah 8d 2c,4d,KhQs,0.004,38.40,2.82303,61.261,0.15,1.64,99.85,2.82
Ah 8d 2c,4d,6s6c,0.811,40.83,2.93782,59.9574,0.23,2.14,99.77,2.94
Ah 8d 2c,4d,6s6d,0.826,41.12,3.01351,61.072,0.31,2.43,99.69,3.02
Ah 8d 2c,4d,6s6h,0.841,40.81,2.9314,59.8554,0.23,2.13,99.77,2.93
Ah 8d 2c,4d,6s5s,0.001,23.04,3.96522,143.4,0.73,3.78,99.27,3.97
Ah 8d 2c,4d,7s7c,0.804,40.43,2.8657,59.0687,0.19,1.92,99.81,2.87
Ah 8d 2c,4d,7s7d,0.820,40.95,3.03951,61.8559,0.27,2.34,99.73,3.04
Ah 8d 2c,4d,7s7h,0.800,40.42,2.86468,59.0625,0.19,1.91,99.81,2.87
Ah 8d 2c,4d,7s6s,0.001,15.81,3.15813,166.437,0.37,2.63,99.63,3.16
Ah 8d 2c,4d,8s8c,0.017,95.35,23.8183,208.172,25.18,23.81,74.82,23.82
Ah 8d 2c,4d,8s8h,0.018,95.35,23.7622,207.668,24.71,23.75,75.29,23.76
Ah 8d 2c,4d,8s7s,0.501,47.74,3.47788,60.7056,0.33,2.93,99.67,3.48
Ah 8d 2c,4d,9s9c,0.711,52.48,4.08019,64.7937,0.09,2.18,99.91,4.08
Ah 8d 2c,4d,9s9d,0.749,53.18,4.31487,67.6188,0.11,2.71,99.89,4.32
Ah 8d 2c,4d,9s9h,0.713,52.14,4.01555,64.1762,0.09,2.10,99.91,4.02
Ah 8d 2c,4d,9s8s,0.954,49.68,3.6122,60.5902,0.20,2.73,99.80,3.61
Ah 8d 2c,4d,TsTc,0.766,54.37,4.23238,64.8681,0.09,2.32,99.91,4.23
Ah 8d 2c,4d,TsTd,0.812,55.05,4.43989,67.2079,0.10,2.70,99.90,4.44
Ah 8d 2c,4d,TsTh,0.815,54.37,4.23065,64.8444,0.09,2.31,99.91,4.23
Ah 8d 2c,4d,Ts8s,0.845,50.60,3.70858,61.0756,0.17,2.67,99.83,3.71
Ah 8d 2c,4d,Ts9s,0.541,13.50,2.58326,159.488,0.13,1.10,99.87,2.59
Ah 8d 2c,4d,JsTc,0.168,23.52,2.47205,87.5997,0.13,0.96,99.87,2.47
Ah 8d 2c,4d,JsTd,0.192,23.92,2.69298,93.811,0.15,1.39,99.85,2.69
Ah 8d 2c,4d,JsTh,0.256,23.51,2.47689,87.8048,0.13,0.96,99.87,2.48
Ah 8d 2c,4d,Js8s,0.843,52.22,3.99458,63.7434,0.14,2.71,99.86,4.00
Ah 8d 2c,4d,Js9s,0.090,19.59,2.66227,113.266,0.14,1.27,99.86,2.66
Ah 8d 2c,4d,JsTs,0.340,23.65,2.55894,90.1777,0.13,1.08,99.87,2.56
Ah 8d 2c,4d,QsTc,0.003,30.16,2.59485,71.705,0.15,1.32,99.85,2.60
Ah 8d 2c,4d,QsJc,0.016,32.88,2.59815,65.8411,0.16,1.44,99.84,2.60
Ah 8d 2c,4d,QsTd,0.003,30.65,2.82825,76.8909,0.17,1.73,99.83,2.83
Ah 8d 2c,4d,QsJd,0.019,33.40,2.92158,72.8926,0.17,1.88,99.83,2.92
Ah 8d 2c,4d,QsTh,0.003,30.14,2.60121,71.9158,0.15,1.33,99.85,2.60
Ah 8d 2c,4d,QsJh,0.100,32.74,2.58699,65.8418,0.15,1.37,99.85,2.59
Ah 8d 2c,4d,Qs8s,0.923,54.05,4.2273,65.1789,0.15,3.03,99.85,4.23
Ah 8d 2c,4d,Qs9s,0.000,28.16,2.78495,82.41,0.15,1.58,99.85,2.79
Ah 8d 2c,4d,QsTs,0.144,30.46,2.69506,73.7289,0.15,1.45,99.85,2.70
Ah 8d 2c,4d,QsJs,0.533,33.20,2.71522,68.1525,0.16,1.56,99.84,2.72
Ah 8d 2c,4d,KsTc,0.003,38.19,2.79798,61.05,0.14,1.51,99.86,2.80
Ah 8d 2c,4d,KsJc,0.004,38.45,2.80457,60.7887,0.15,1.57,99.85,2.81
Ah 8d 2c,4d,KsQc,0.011,38.93,2.8554,61.1258,0.17,1.82,99.83,2.86
Ah 8d 2c,4d,KsTd,0.003,38.72,3.02806,65.1701,0.17,1.91,99.83,3.03
Ah 8d 2c,4d,KsJd,0.129,38.99,3.12958,66.8895,0.17,2.03,99.83,3.13
Ah 8d 2c,4d,KsQd,0.028,39.43,3.08338,65.158,0.20,2.19,99.80,3.09
Ah 8d 2c,4d,KsTh,0.003,38.17,2.80225,61.1815,0.14,1.50,99.86,2.80
Ah 8d 2c,4d,KsJh,0.048,38.26,2.80533,61.0962,0.14,1.51,99.86,2.81
Ah 8d 2c,4d,KsQh,0.007,38.90,2.85556,61.1674,0.17,1.82,99.83,2.86
Ah 8d 2c,4d,Ks2s,0.640,42.23,3.32217,65.5497,0.39,2.83,99.61,3.32
Ah 8d 2c,4d,Ks3s,0.000,40.05,3.39498,70.6438,0.36,2.82,99.64,3.40
Ah 8d 2c,4d,Ks4s,0.001,43.25,3.2991,63.5714,0.41,2.84,99.59,3.30
Ah 8d 2c,4d,Ks5s,0.000,40.73,3.44026,70.3881,0.34,2.84,99.66,3.44
Ah 8d 2c,4d,Ks6s,0.000,35.94,2.88487,66.8888,0.17,1.79,99.83,2.89
Ah 8d 2c,4d,Ks7s,0.000,36.45,2.8908,66.0965,0.17,1.75,99.83,2.89
Ah 8d 2c,4d,Ks8s,0.801,56.08,4.49106,66.7417,0.17,3.44,99.83,4.49
Ah 8d 2c,4d,Ks9s,0.004,38.51,3.02913,65.549,0.14,1.68,99.86,3.03
Ah 8d 2c,4d,KsTs,0.166,38.56,2.89725,62.6195,0.14,1.62,99.86,2.90
Ah 8d 2c,4d,KsJs,0.577,38.87,2.91905,62.5756,0.15,1.69,99.85,2.92
Ah 8d 2c,4d,KsQs,0.459,39.29,2.94586,62.4881,0.17,1.91,99.83,2.95
Ah 8d 2c,4d,As3c,0.899,69.53,6.63676,79.5437,0.17,5.57,99.83,6.64
Ah 8d 2c,4d,As4c,0.893,85.02,12.595,123.447,0.24,11.84,99.76,12.60
Ah 8d 2c,4d,As5c,0.856,69.77,6.70552,80.092,0.16,5.60,99.84,6.71
Ah 8d 2c,4d,As6c,0.883,67.17,5.90369,73.2447,0.13,4.57,99.87,5.91
Ah 8d 2c,4d,As7c,0.781,67.22,5.91903,73.3739,0.13,4.56,99.87,5.92
Ah 8d 2c,4d,As8c,0.418,89.68,14.9715,139.121,1.13,14.79,98.87,14.97
Ah 8d 2c,4d,As9c,0.587,67.75,6.17734,75.983,0.12,4.74,99.88,6.18
Ah 8d 2c,4d,AsTc,0.674,70.39,6.83932,80.9668,0.12,5.38,99.88,6.84
Ah 8d 2c,4d,AsJc,0.698,73.63,7.9071,89.4909,0.13,6.51,99.87,7.91
Ah 8d 2c,4d,As2d,0.601,84.33,12.179,120.355,0.25,11.44,99.75,12.18
Ah 8d 2c,4d,As3d,0.902,69.84,6.73005,80.3022,0.16,5.65,99.84,6.73
Ah 8d 2c,4d,As5d,0.862,70.20,6.82497,81.0194,0.17,5.78,99.83,6.83
Ah 8d 2c,4d,As6d,0.885,67.74,6.1129,75.1965,0.14,4.80,99.86,6.11
Ah 8d 2c,4d,As7d,0.813,68.11,6.18792,75.7079,0.14,4.93,99.86,6.19
Ah 8d 2c,4d,As9d,0.590,68.54,6.37437,77.4974,0.13,5.11,99.87,6.38
Ah 8d 2c,4d,AsTd,0.698,71.15,7.01771,82.1886,0.12,5.59,99.88,7.02
Ah 8d 2c,4d,AsJd,0.728,74.40,7.95268,89.0709,0.14,6.64,99.86,7.95
Ah 8d 2c,4d,As2h,0.593,84.29,12.1439,120.054,0.28,11.48,99.72,12.15
Ah 8d 2c,4d,As3h,0.904,69.53,6.63402,79.5149,0.16,5.56,99.84,6.64
Ah 8d 2c,4d,As4h,0.896,85.04,12.5991,123.47,0.25,11.85,99.75,12.60
Ah 8d 2c,4d,As5h,0.844,69.76,6.70308,80.0762,0.16,5.59,99.84,6.70
Ah 8d 2c,4d,As6h,0.866,67.15,5.89971,73.2138,0.13,4.56,99.87,5.90
Ah 8d 2c,4d,As7h,0.709,67.19,5.90421,73.2236,0.13,4.55,99.87,5.91
Ah 8d 2c,4d,As8h,0.344,89.72,14.9688,139.038,1.09,14.77,98.91,14.97
Ah 8d 2c,4d,As9h,0.523,67.48,6.1336,75.7467,0.12,4.68,99.88,6.14
Ah 8d 2c,4d,AsTh,0.676,70.39,6.83594,80.924,0.12,5.38,99.88,6.84
Ah 8d 2c,4d,AsJh,0.680,73.47,7.82176,88.719,0.13,6.46,99.87,7.82
Ah 8d 2c,4d,As2s,0.651,84.29,12.1519,120.137,0.28,11.48,99.72,12.15
Ah 8d 2c,4d,As3s,0.775,69.64,6.68013,79.9383,0.16,5.60,99.84,6.68
Ah 8d 2c,4d,As4s,0.759,85.07,12.6431,123.853,0.23,11.83,99.77,12.64
Ah 8d 2c,4d,As5s,0.766,70.00,6.76088,80.4905,0.16,5.68,99.84,6.76
Ah 8d 2c,4d,As6s,0.803,67.38,5.94569,73.5369,0.13,4.62,99.87,5.95
Ah 8d 2c,4d,As7s,0.638,67.70,6.01254,74.0141,0.13,4.67,99.87,6.01
Ah 8d 2c,4d,As8s,0.334,89.87,14.9503,138.635,1.17,14.77,98.83,14.95
Ah 8d 2c,4d,As9s,0.555,68.68,6.32929,76.7955,0.13,4.96,99.87,6.33
Ah 8d 2c,4d,AsTs,0.707,70.77,6.90397,81.2954,0.12,5.47,99.88,6.91
Ah 8d 2c,5d,6c5c,0.198,42.46,3.22679,63.3243,0.45,2.78,99.55,3.23
Ah 8d 2c,5d,7c6c,0.329,22.67,3.85713,141.806,0.40,3.44,99.60,3.86
Ah 8d 2c,5d,8c7c,0.485,47.43,3.3875,59.5114,0.34,2.79,99.66,3.39
Ah 8d 2c,5d,9c8c,0.914,48.64,3.3702,57.7403,0.18,2.35,99.82,3.37
Ah 8d 2c,5d,Tc8c,0.745,50.19,3.57941,59.4358,0.17,2.50,99.83,3.58
Ah 8d 2c,5d,Tc9c,0.404,11.11,2.18868,164.15,0.13,0.72,99.87,2.19
Ah 8d 2c,5d,Jc8c,0.768,51.46,3.81073,61.7078,0.15,2.53,99.85,3.81
Ah 8d 2c,5d,Jc9c,0.481,16.84,2.21567,109.638,0.14,0.83,99.86,2.22
Ah 8d 2c,5d,JcTc,0.492,21.55,2.31965,89.6803,0.14,0.92,99.86,2.32
Ah 8d 2c,5d,JcTd,0.028,21.86,2.53116,96.4702,0.17,1.38,99.83,2.53
Ah 8d 2c,5d,JcTh,0.049,21.46,2.30968,89.6827,0.14,0.89,99.86,2.31
Ah 8d 2c,5d,JcTs,0.197,21.64,2.40352,92.5375,0.14,1.01,99.86,2.41
Ah 8d 2c,5d,Qc8c,0.872,53.16,4.02987,63.1748,0.16,2.88,99.84,4.03
Ah 8d 2c,5d,Qc9c,0.016,25.37,2.41847,79.4406,0.15,1.22,99.85,2.42
Ah 8d 2c,5d,QcTc,0.387,28.16,2.49576,73.8669,0.15,1.27,99.85,2.50
Ah 8d 2c,5d,QcJc,0.482,30.77,2.50045,67.7149,0.17,1.38,99.83,2.50
Ah 8d 2c,5d,QcTd,0.003,28.56,2.69364,78.5922,0.19,1.69,99.81,2.70
Ah 8d 2c,5d,QcJd,0.005,31.20,2.80337,74.8652,0.19,1.78,99.81,2.81
Ah 8d 2c,5d,QcTh,0.003,28.06,2.46789,73.3002,0.15,1.24,99.85,2.47
Ah 8d 2c,5d,QcJh,0.003,30.54,2.46218,67.1954,0.16,1.29,99.84,2.46
Ah 8d 2c,5d,QcTs,0.003,28.43,2.57184,75.3942,0.16,1.36,99.84,2.57
Ah 8d 2c,5d,QcJs,0.013,31.07,2.60246,69.8035,0.17,1.50,99.83,2.60
Ah 8d 2c,5d,Kc3c,0.257,38.76,3.26536,70.207,0.33,2.62,99.67,3.27
Ah 8d 2c,5d,Kc4c,0.240,38.79,3.28729,70.6212,0.36,2.68,99.64,3.29
Ah 8d 2c,5d,Kc5c,0.350,42.96,3.19446,61.9686,0.33,2.59,99.67,3.20
