Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,CHECK%,CHECK EV
Ah 8d 2c,Jd,9d9c,0.687,39.45,2.23486,47.2143,0.13,0.90,99.87,2.24
Ah 8d 2c,Jd,TdTc,0.827,41.72,2.45492,49.0401,0.19,1.55,99.81,2.46
Ah 8d 2c,Jd,Td9d,0.375,41.31,6.94015,139.987,0.56,6.72,99.44,6.94
Ah 8d 2c,Jd,QdTc,0.003,33.81,4.03843,99.5402,0.43,3.68,99.57,4.04
Ah 8d 2c,Jd,QdJc,0.004,54.21,3.93306,60.4605,0.15,2.78,99.85,3.93
Ah 8d 2c,Jd,Qd9d,0.125,39.22,5.23836,111.295,0.45,4.79,99.55,5.24
Ah 8d 2c,Jd,QdTd,0.403,46.49,7.24404,129.839,0.52,6.86,99.48,7.25
Ah 8d 2c,Jd,QdTh,0.003,33.80,4.05185,99.885,0.42,3.68,99.58,4.05
Ah 8d 2c,Jd,QdJh,0.004,54.20,3.88959,59.8063,0.15,2.77,99.85,3.89
Ah 8d 2c,Jd,QdTs,0.003,33.99,4.16902,102.209,0.44,3.82,99.56,4.17
Ah 8d 2c,Jd,QdJs,0.012,54.25,3.99437,61.3616,0.15,2.79,99.85,4.00
Ah 8d 2c,Jd,KdTc,0.002,32.18,2.53629,65.675,0.48,2.11,99.52,2.54
Ah 8d 2c,Jd,KdJc,0.003,54.52,3.91691,59.8727,0.16,2.74,99.84,3.92
Ah 8d 2c,Jd,KdQc,0.004,33.77,2.61267,64.4707,0.50,2.29,99.50,2.61
Ah 8d 2c,Jd,Kd2d,0.368,44.79,5.07744,94.4749,4.00,5.00,96.00,5.08
Ah 8d 2c,Jd,Kd3d,0.224,37.87,3.42111,75.2862,1.11,3.24,98.89,3.42
Ah 8d 2c,Jd,Kd4d,0.226,37.96,3.43523,75.4226,1.02,3.24,98.98,3.44
Ah 8d 2c,Jd,Kd5d,0.296,37.84,3.40507,74.9787,1.22,3.23,98.78,3.41
Ah 8d 2c,Jd,Kd6d,0.002,37.82,3.3652,74.1552,1.58,3.23,98.42,3.37
Ah 8d 2c,Jd,Kd7d,0.003,37.91,3.35584,73.7622,2.19,3.27,97.81,3.36
Ah 8d 2c,Jd,Kd9d,0.428,39.63,3.44581,72.456,1.02,3.29,98.98,3.45
Ah 8d 2c,Jd,KdTd,0.854,45.85,5.65409,102.763,0.70,5.37,99.30,5.66
Ah 8d 2c,Jd,KdQd,0.981,47.34,5.76585,101.504,0.75,5.49,99.25,5.77
Ah 8d 2c,Jd,KdTh,0.002,32.16,2.54658,65.9785,0.48,2.12,99.52,2.55
Ah 8d 2c,Jd,KdJh,0.003,54.45,3.85921,59.0678,0.16,2.71,99.84,3.86
Ah 8d 2c,Jd,KdQh,0.004,33.78,2.60763,64.3309,0.52,2.31,99.48,2.61
Ah 8d 2c,Jd,KdTs,0.002,32.42,2.69661,69.3119,0.54,2.32,99.46,2.70
Ah 8d 2c,Jd,KdJs,0.003,54.71,3.96826,60.4466,0.16,2.80,99.84,3.97
Ah 8d 2c,Jd,KdQs,0.009,34.09,2.78405,68.0538,0.46,2.44,99.54,2.79
Ah 8d 2c,Jd,Ad3c,0.909,62.64,4.9136,65.3677,0.26,4.24,99.74,4.92
Ah 8d 2c,Jd,Ad4c,0.905,62.64,4.91583,65.393,0.26,4.24,99.74,4.92
Ah 8d 2c,Jd,Ad5c,0.866,62.44,4.85786,64.8371,0.27,4.19,99.73,4.86
Ah 8d 2c,Jd,Ad6c,0.896,62.60,4.92546,65.5656,0.25,4.20,99.75,4.93
Ah 8d 2c,Jd,Ad7c,0.832,62.62,4.83419,64.3278,0.26,4.19,99.74,4.84
Ah 8d 2c,Jd,Ad8c,0.419,83.98,13.8244,137.18,0.32,13.19,99.68,13.83
Ah 8d 2c,Jd,Ad9c,0.610,64.34,5.38406,69.7397,0.22,4.56,99.78,5.39
Ah 8d 2c,Jd,AdTc,0.680,66.83,6.10905,76.1733,0.19,5.21,99.81,6.11
Ah 8d 2c,Jd,AdJc,0.697,87.78,16.0336,152.208,1.26,15.89,98.74,16.04
Ah 8d 2c,Jd,Ad2d,0.398,85.01,15.0023,147.063,0.74,14.79,99.26,15.00
Ah 8d 2c,Jd,Ad3d,0.742,71.29,8.99475,105.138,0.58,8.66,99.42,9.00
Ah 8d 2c,Jd,Ad4d,0.736,71.30,8.99751,105.162,0.58,8.66,99.42,9.00
Ah 8d 2c,Jd,Ad5d,0.651,71.13,8.89786,104.241,0.59,8.60,99.41,8.90
Ah 8d 2c,Jd,Ad6d,0.756,71.35,8.98787,104.978,0.62,8.68,99.38,8.99
Ah 8d 2c,Jd,Ad7d,0.516,71.39,8.82921,103.066,0.63,8.59,99.37,8.83
Ah 8d 2c,Jd,Ad9d,0.491,72.64,9.34277,107.175,0.40,8.89,99.60,9.34
Ah 8d 2c,Jd,AdTd,0.693,74.73,9.87161,110.079,0.30,9.20,99.70,9.87
Ah 8d 2c,Jd,Ad2h,0.659,80.71,12.1611,125.569,0.20,11.24,99.80,12.16
Ah 8d 2c,Jd,Ad3h,0.914,62.64,4.91303,65.3655,0.26,4.24,99.74,4.91
Ah 8d 2c,Jd,Ad4h,0.909,62.64,4.91466,65.3844,0.26,4.24,99.74,4.92
Ah 8d 2c,Jd,Ad5h,0.855,62.43,4.85493,64.8083,0.27,4.19,99.73,4.86
Ah 8d 2c,Jd,Ad6h,0.884,62.59,4.92372,65.5574,0.25,4.20,99.75,4.93
Ah 8d 2c,Jd,Ad7h,0.806,62.59,4.81813,64.1467,0.26,4.17,99.74,4.82
Ah 8d 2c,Jd,Ad8h,0.352,84.02,13.8002,136.874,0.32,13.15,99.68,13.80
Ah 8d 2c,Jd,Ad9h,0.543,64.11,5.35616,69.618,0.21,4.50,99.79,5.36
Ah 8d 2c,Jd,AdTh,0.684,66.85,6.10131,76.0608,0.19,5.21,99.81,6.10
Ah 8d 2c,Jd,AdJh,0.674,87.72,15.9533,151.556,0.92,15.77,99.08,15.96
Ah 8d 2c,Jd,Ad2s,0.706,80.71,12.173,125.689,0.20,11.24,99.80,12.17
Ah 8d 2c,Jd,Ad3s,0.828,62.81,4.95683,65.7699,0.26,4.27,99.74,4.96
Ah 8d 2c,Jd,Ad4s,0.821,62.82,4.96277,65.8322,0.26,4.28,99.74,4.96
Ah 8d 2c,Jd,Ad5s,0.814,62.75,4.92666,65.428,0.27,4.24,99.73,4.93
Ah 8d 2c,Jd,Ad6s,0.841,62.86,4.97492,65.9533,0.25,4.25,99.75,4.98
Ah 8d 2c,Jd,Ad7s,0.730,63.15,4.94384,65.2409,0.27,4.31,99.73,4.95
Ah 8d 2c,Jd,Ad8s,0.346,84.24,13.9857,138.347,0.32,13.39,99.68,13.99
Ah 8d 2c,Jd,Ad9s,0.590,65.14,5.52722,70.7084,0.23,4.73,99.77,5.53
Ah 8d 2c,Jd,AdTs,0.727,67.17,6.15551,76.3627,0.21,5.29,99.79,6.16
Ah 8d 2c,Jd,AdJs,0.708,87.97,16.0522,152.063,1.39,15.91,98.61,16.05
Ah 8d 2c,Jd,6h6c,0.715,27.98,1.62335,48.3423,0.23,0.84,99.77,1.63
Ah 8d 2c,Jd,6h6d,0.756,28.29,1.71277,50.4442,0.29,1.07,99.71,1.71
Ah 8d 2c,Jd,6h5h,0.182,4.34,1.37317,263.591,0.15,0.22,99.85,1.37
Ah 8d 2c,Jd,7h7c,0.535,27.98,1.51305,45.0688,0.18,0.49,99.82,1.51
Ah 8d 2c,Jd,7h7d,0.625,28.31,1.69304,49.8356,0.24,0.91,99.76,1.69
Ah 8d 2c,Jd,7h6h,0.305,5.02,1.29854,215.493,0.14,0.05,99.86,1.30
Ah 8d 2c,Jd,8h8c,0.020,93.24,23.5228,210.224,46.78,23.52,53.22,23.53
Ah 8d 2c,Jd,8h7h,0.467,35.58,1.99893,46.8135,0.38,1.57,99.62,2.00
Ah 8d 2c,Jd,9h9c,0.608,38.71,1.91693,41.2685,0.11,0.35,99.89,1.92
Ah 8d 2c,Jd,9h9d,0.704,39.19,2.18117,46.3858,0.13,0.81,99.87,2.18
Ah 8d 2c,Jd,9h8h,0.887,36.37,1.87718,43.0113,0.24,1.18,99.76,1.88
Ah 8d 2c,Jd,ThTc,0.837,41.35,2.25863,45.524,0.14,0.99,99.86,2.26
Ah 8d 2c,Jd,ThTd,0.862,41.72,2.46153,49.1635,0.19,1.55,99.81,2.46
Ah 8d 2c,Jd,Th8h,0.703,38.08,2.09323,45.8066,0.29,1.51,99.71,2.09
Ah 8d 2c,Jd,Th9h,0.338,27.45,3.00804,91.3149,0.24,2.44,99.76,3.01
Ah 8d 2c,Jd,JhTc,0.078,51.12,3.24797,52.945,0.16,2.02,99.84,3.25
Ah 8d 2c,Jd,JhTd,0.120,51.59,3.46285,55.9311,0.19,2.43,99.81,3.46
Ah 8d 2c,Jd,Jh8h,0.746,75.45,11.2387,124.129,0.15,10.07,99.85,11.24
Ah 8d 2c,Jd,Jh9h,0.432,47.66,2.76401,48.3275,0.15,1.49,99.85,2.77
Ah 8d 2c,Jd,JhTh,0.409,51.13,3.26161,53.159,0.16,2.05,99.84,3.26
Ah 8d 2c,Jd,JhTs,0.339,51.47,3.33488,53.9974,0.17,2.19,99.83,3.34
Ah 8d 2c,Jd,QhTc,0.003,33.49,3.75922,93.5441,0.50,3.45,99.50,3.76
Ah 8d 2c,Jd,QhJc,0.003,53.74,3.59901,55.8138,0.15,2.41,99.85,3.60
Ah 8d 2c,Jd,QhTd,0.003,33.82,4.01155,98.8346,0.35,3.58,99.65,4.01
Ah 8d 2c,Jd,Qh8h,0.834,40.03,2.23163,46.4613,0.25,1.61,99.75,2.23
Ah 8d 2c,Jd,Qh9h,0.078,24.10,2.09044,72.2816,0.25,1.39,99.75,2.09
Ah 8d 2c,Jd,QhTh,0.384,33.54,3.76758,93.6135,0.47,3.41,99.53,3.77
Ah 8d 2c,Jd,QhJh,0.513,53.70,3.57917,55.5378,0.15,2.41,99.85,3.58
Ah 8d 2c,Jd,QhTs,0.003,33.68,3.91427,96.8576,0.51,3.62,99.49,3.92
Ah 8d 2c,Jd,QhJs,0.008,53.78,3.65811,56.6842,0.15,2.44,99.85,3.66
Ah 8d 2c,Jd,KhTc,0.002,31.42,2.2111,58.6435,0.34,1.67,99.66,2.21
Ah 8d 2c,Jd,KhJc,0.003,53.64,3.60462,56.0054,0.14,2.32,99.86,3.61
Ah 8d 2c,Jd,KhQc,0.004,32.97,2.30652,58.3052,0.34,1.86,99.66,2.31
Ah 8d 2c,Jd,KhTd,0.002,31.75,2.50774,65.8221,0.50,2.14,99.50,2.51
Ah 8d 2c,Jd,KhQd,0.004,33.34,2.59495,64.8674,0.35,2.12,99.65,2.60
Ah 8d 2c,Jd,Kh2h,0.372,28.46,1.91006,55.9205,0.40,1.42,99.60,1.91
Ah 8d 2c,Jd,Kh3h,0.392,21.67,1.47276,56.6263,0.15,0.24,99.85,1.47
Ah 8d 2c,Jd,Kh4h,0.326,21.76,1.47309,56.4087,0.15,0.24,99.85,1.47
Ah 8d 2c,Jd,Kh5h,0.361,21.63,1.45047,55.881,0.14,0.19,99.86,1.45
Ah 8d 2c,Jd,Kh6h,0.009,21.60,1.38885,53.5746,0.15,0.16,99.85,1.39
Ah 8d 2c,Jd,Kh7h,0.006,21.92,1.39447,53.0193,0.14,0.07,99.86,1.40
Ah 8d 2c,Jd,Kh8h,0.632,40.41,2.29297,47.2875,0.20,1.48,99.80,2.29
Ah 8d 2c,Jd,Kh9h,0.529,23.27,1.37259,49.1495,0.12,-0.07,99.88,1.37
Ah 8d 2c,Jd,KhTh,0.790,31.40,2.21977,58.9059,0.34,1.68,99.66,2.22
Ah 8d 2c,Jd,KhJh,0.960,53.56,3.55946,55.3834,0.14,2.29,99.86,3.56
Ah 8d 2c,Jd,KhQh,0.976,32.97,2.29668,58.0425,0.35,1.88,99.65,2.30
Ah 8d 2c,Jd,KhTs,0.002,31.67,2.37827,62.5789,0.37,1.90,99.63,2.38
Ah 8d 2c,Jd,KhJs,0.003,53.84,3.67097,56.8206,0.14,2.41,99.86,3.67
Ah 8d 2c,Jd,KhQs,0.004,33.30,2.49346,62.4033,0.31,2.01,99.69,2.49
Ah 8d 2c,Jd,6s6c,0.811,28.31,1.68372,49.5589,0.23,0.91,99.77,1.69
Ah 8d 2c,Jd,6s6d,0.826,28.62,1.77737,51.7502,0.30,1.14,99.70,1.78
Ah 8d 2c,Jd,6s6h,0.841,28.29,1.67915,49.4621,0.23,0.90,99.77,1.68
Ah 8d 2c,Jd,6s5s,0.001,4.40,1.56188,296.107,0.16,0.48,99.84,1.56
Ah 8d 2c,Jd,7s7c,0.804,28.40,1.61415,47.3626,0.19,0.64,99.81,1.62
Ah 8d 2c,Jd,7s7d,0.820,28.73,1.80021,52.2241,0.25,1.07,99.75,1.80
Ah 8d 2c,Jd,7s7h,0.800,28.41,1.6156,47.3877,0.18,0.64,99.82,1.62
Ah 8d 2c,Jd,7s6s,0.001,5.03,1.51327,250.686,0.15,0.31,99.85,1.52
Ah 8d 2c,Jd,8s8c,0.017,93.33,23.8689,213.133,48.93,23.87,51.07,23.87
Ah 8d 2c,Jd,8s8h,0.018,93.33,23.7574,212.122,49.09,23.75,50.91,23.76
Ah 8d 2c,Jd,8s7s,0.501,35.80,2.04635,47.6404,0.42,1.65,99.58,2.05
Ah 8d 2c,Jd,9s9c,0.711,40.03,2.15883,44.9444,0.12,0.73,99.88,2.16
Ah 8d 2c,Jd,9s9d,0.749,40.49,2.41741,49.7478,0.14,1.18,99.86,2.42
Ah 8d 2c,Jd,9s9h,0.713,39.78,2.10674,44.1361,0.12,0.65,99.88,2.11
Ah 8d 2c,Jd,9s8s,0.954,37.48,2.10369,46.771,0.26,1.45,99.74,2.11
Ah 8d 2c,Jd,TsTc,0.766,41.68,2.33697,46.7283,0.15,1.20,99.85,2.34
Ah 8d 2c,Jd,TsTd,0.812,42.05,2.53989,50.3368,0.21,1.76,99.79,2.54
Ah 8d 2c,Jd,TsTh,0.815,41.68,2.34354,46.8516,0.15,1.21,99.85,2.35
Ah 8d 2c,Jd,Ts8s,0.845,38.21,2.12281,46.3007,0.33,1.60,99.67,2.12
Ah 8d 2c,Jd,Ts9s,0.541,27.82,3.32367,99.5762,0.26,2.85,99.74,3.32
Ah 8d 2c,Jd,JsTc,0.168,50.86,3.25939,53.4096,0.15,2.02,99.85,3.26
Ah 8d 2c,Jd,JsTd,0.192,51.32,3.47466,56.4229,0.18,2.43,99.82,3.48
Ah 8d 2c,Jd,JsTh,0.256,50.87,3.26498,53.4898,0.15,2.03,99.85,3.27
Ah 8d 2c,Jd,Js8s,0.843,75.76,11.3444,124.787,0.15,10.21,99.85,11.35
Ah 8d 2c,Jd,Js9s,0.090,48.65,3.01123,51.5829,0.16,1.90,99.84,3.01
Ah 8d 2c,Jd,JsTs,0.340,51.20,3.34131,54.3858,0.16,2.18,99.84,3.34
Ah 8d 2c,Jd,QsTc,0.003,33.75,3.93494,97.1657,0.44,3.57,99.56,3.94
Ah 8d 2c,Jd,QsJc,0.016,54.17,3.69952,56.9161,0.15,2.54,99.85,3.70
Ah 8d 2c,Jd,QsTd,0.003,34.08,4.16937,101.952,0.33,3.72,99.67,4.17
Ah 8d 2c,Jd,QsTh,0.003,33.75,3.95044,97.5554,0.44,3.58,99.56,3.95
Ah 8d 2c,Jd,QsJh,0.100,54.15,3.67937,56.621,0.15,2.53,99.85,3.68
Ah 8d 2c,Jd,Qs8s,0.923,40.47,2.27183,46.7752,0.27,1.68,99.73,2.27
Ah 8d 2c,Jd,Qs9s,0.000,25.05,2.51328,83.5924,0.24,1.77,99.76,2.52
Ah 8d 2c,Jd,QsTs,0.144,33.92,4.06711,99.9297,0.46,3.74,99.54,4.07
Ah 8d 2c,Jd,QsJs,0.533,54.21,3.73586,57.4298,0.15,2.56,99.85,3.74
Ah 8d 2c,Jd,KsTc,0.003,32.81,2.49573,63.3944,0.42,2.07,99.58,2.50
Ah 8d 2c,Jd,KsJc,0.004,55.30,3.85834,58.1389,0.15,2.67,99.85,3.86
Ah 8d 2c,Jd,KsQc,0.011,34.48,2.58109,62.379,0.41,2.24,99.59,2.58
Ah 8d 2c,Jd,KsTd,0.003,33.12,2.77776,69.8879,0.67,2.52,99.33,2.78
Ah 8d 2c,Jd,KsQd,0.028,34.84,2.86134,68.4494,0.42,2.47,99.58,2.86
Ah 8d 2c,Jd,KsTh,0.003,32.79,2.50711,63.7171,0.42,2.07,99.58,2.51
Ah 8d 2c,Jd,KsJh,0.048,55.24,3.82533,57.7086,0.16,2.64,99.84,3.83
Ah 8d 2c,Jd,KsQh,0.007,34.49,2.57576,62.2355,0.43,2.26,99.57,2.58
Ah 8d 2c,Jd,Ks2s,0.640,30.01,2.17467,60.3954,0.47,1.78,99.53,2.18
Ah 8d 2c,Jd,Ks3s,0.000,22.02,1.75269,66.3417,0.17,0.69,99.83,1.75
Ah 8d 2c,Jd,Ks4s,0.001,22.10,1.75307,66.1047,0.17,0.70,99.83,1.75
Ah 8d 2c,Jd,Ks5s,0.000,22.10,1.77869,67.0729,0.17,0.73,99.83,1.78
Ah 8d 2c,Jd,Ks6s,0.000,22.36,1.70694,63.6062,0.17,0.68,99.83,1.71
Ah 8d 2c,Jd,Ks7s,0.000,22.74,1.70815,62.5848,0.16,0.61,99.84,1.71
Ah 8d 2c,Jd,Ks8s,0.801,42.43,2.44821,48.0878,0.23,1.76,99.77,2.45
Ah 8d 2c,Jd,Ks9s,0.004,25.83,1.93471,62.4074,0.14,0.72,99.86,1.94
Ah 8d 2c,Jd,KsTs,0.166,33.03,2.6549,66.9776,0.47,2.29,99.53,2.66
Ah 8d 2c,Jd,KsJs,0.577,55.48,3.89603,58.5215,0.16,2.75,99.84,3.90
Ah 8d 2c,Jd,KsQs,0.459,34.79,2.74907,65.8566,0.38,2.38,99.62,2.75
Ah 8d 2c,Jd,As3c,0.899,62.47,4.7977,63.9956,0.25,4.08,99.75,4.80
Ah 8d 2c,Jd,As4c,0.893,62.48,4.8001,64.0233,0.25,4.09,99.75,4.80
Ah 8d 2c,Jd,As5c,0.856,62.27,4.75841,63.6817,0.25,4.05,99.75,4.76
Ah 8d 2c,Jd,As6c,0.883,62.43,4.80913,64.1922,0.24,4.07,99.76,4.81
Ah 8d 2c,Jd,As7c,0.781,62.44,4.71569,62.9398,0.24,4.03,99.76,4.72
Ah 8d 2c,Jd,As8c,0.418,83.51,13.6807,136.511,0.37,13.12,99.63,13.68
Ah 8d 2c,Jd,As9c,0.587,64.08,5.26072,68.4136,0.20,4.39,99.80,5.26
Ah 8d 2c,Jd,AsTc,0.674,66.52,5.94479,74.4694,0.19,5.02,99.81,5.95
Ah 8d 2c,Jd,AsJc,0.698,87.29,15.9008,151.809,1.53,15.77,98.47,15.90
Ah 8d 2c,Jd,As2d,0.601,80.37,12.0634,125.075,0.21,11.19,99.79,12.07
Ah 8d 2c,Jd,As3d,0.902,62.79,4.95038,65.7045,0.23,4.20,99.77,4.95
Ah 8d 2c,Jd,As4d,0.899,62.79,4.9536,65.74,0.23,4.20,99.77,4.96
Ah 8d 2c,Jd,As5d,0.862,62.73,4.93405,65.548,0.23,4.18,99.77,4.94
Ah 8d 2c,Jd,As6d,0.885,63.03,5.04161,66.652,0.21,4.19,99.79,5.04
Ah 8d 2c,Jd,As7d,0.813,63.41,5.03469,66.1635,0.20,4.19,99.80,5.04
Ah 8d 2c,Jd,As9d,0.590,64.74,5.47026,70.4161,0.19,4.51,99.81,5.47
Ah 8d 2c,Jd,AsTd,0.698,67.15,6.09452,75.6367,0.25,5.38,99.75,6.10
Ah 8d 2c,Jd,As2h,0.593,80.34,12.0658,125.153,0.21,11.21,99.79,12.07
Ah 8d 2c,Jd,As3h,0.904,62.47,4.79645,63.9841,0.25,4.08,99.75,4.80
Ah 8d 2c,Jd,As4h,0.896,62.47,4.79819,64.0047,0.25,4.08,99.75,4.80
Ah 8d 2c,Jd,As5h,0.844,62.26,4.75508,63.6474,0.25,4.04,99.75,4.76
Ah 8d 2c,Jd,As6h,0.866,62.42,4.80644,64.1712,0.24,4.06,99.76,4.81
Ah 8d 2c,Jd,As7h,0.709,62.40,4.69805,62.7367,0.24,4.01,99.76,4.70
Ah 8d 2c,Jd,As8h,0.344,83.56,13.6555,136.193,0.37,13.07,99.63,13.66
Ah 8d 2c,Jd,As9h,0.523,63.86,5.2321,68.2795,0.20,4.33,99.80,5.23
Ah 8d 2c,Jd,AsTh,0.676,66.54,5.93794,74.367,0.19,5.02,99.81,5.94
Ah 8d 2c,Jd,AsJh,0.680,87.22,15.808,151.039,1.09,15.65,98.91,15.81
Ah 8d 2c,Jd,As2s,0.651,80.34,12.0749,125.244,0.21,11.20,99.79,12.08
Ah 8d 2c,Jd,As3s,0.775,62.64,4.84275,64.4256,0.24,4.12,99.76,4.84
Ah 8d 2c,Jd,As4s,0.759,62.66,4.84885,64.4905,0.24,4.12,99.76,4.85
Ah 8d 2c,Jd,As5s,0.766,62.58,4.81634,64.1349,0.25,4.10,99.75,4.82
Ah 8d 2c,Jd,As6s,0.803,62.69,4.85696,64.5669,0.24,4.12,99.76,4.86
Ah 8d 2c,Jd,As7s,0.638,62.96,4.82856,63.907,0.24,4.15,99.76,4.83
Ah 8d 2c,Jd,As8s,0.334,83.78,13.8419,137.675,0.38,13.33,99.62,13.84
Ah 8d 2c,Jd,As9s,0.555,64.89,5.40283,69.3838,0.21,4.57,99.79,5.40
Ah 8d 2c,Jd,AsTs,0.707,66.87,5.99472,74.7073,0.20,5.10,99.80,6.00
Ah 8d 2c,Qd,6c5c,0.198,5.10,2.06547,337.681,0.14,0.80,99.86,2.07
Ah 8d 2c,Qd,7c6c,0.329,6.12,1.92514,262.297,0.14,0.62,99.86,1.93
Ah 8d 2c,Qd,8c7c,0.485,40.25,2.64785,54.8165,0.24,1.99,99.76,2.65
Ah 8d 2c,Qd,9c8c,0.914,41.60,2.64159,52.9168,0.14,1.50,99.86,2.64
Ah 8d 2c,Qd,Tc8c,0.745,43.15,2.84592,54.9565,0.19,2.00,99.81,2.85
Ah 8d 2c,Qd,Tc9c,0.404,19.52,2.51671,107.426,0.12,1.09,99.88,2.52
Ah 8d 2c,Qd,Jc8c,0.768,44.25,2.8894,54.4105,0.21,2.14,99.79,2.89
Ah 8d 2c,Qd,Jc9c,0.481,25.75,2.52383,81.6664,0.14,1.30,99.86,2.53
Ah 8d 2c,Qd,JcTc,0.492,36.47,3.9039,89.2001,0.17,2.99,99.83,3.91
Ah 8d 2c,Qd,JcTd,0.028,36.76,4.09428,92.8229,0.18,3.24,99.82,4.10
Ah 8d 2c,Qd,JcTh,0.049,36.42,3.92491,89.8037,0.17,3.03,99.83,3.93
Ah 8d 2c,Qd,JcTs,0.197,36.52,3.95288,90.2081,0.17,3.07,99.83,3.95
Ah 8d 2c,Qd,Qc8c,0.872,76.81,11.2309,121.85,0.17,10.22,99.83,11.23
Ah 8d 2c,Qd,Qc9c,0.016,51.78,3.43047,55.2057,0.09,1.69,99.91,3.43
Ah 8d 2c,Qd,QcTc,0.387,54.11,3.75236,57.7839,0.10,2.03,99.90,3.75
Ah 8d 2c,Qd,QcJc,0.482,55.64,4.00082,59.9219,0.10,2.32,99.90,4.00
Ah 8d 2c,Qd,QcTd,0.003,54.62,4.02184,61.3556,0.10,2.42,99.90,4.02
Ah 8d 2c,Qd,QcJd,0.005,56.14,4.4265,65.7045,0.10,2.78,99.90,4.43
Ah 8d 2c,Qd,QcTh,0.003,54.14,3.74976,57.7167,0.10,2.00,99.90,3.75
Ah 8d 2c,Qd,QcJh,0.003,55.50,4.04236,60.693,0.10,2.31,99.90,4.04
Ah 8d 2c,Qd,QcTs,0.003,54.44,3.82074,58.4843,0.10,2.10,99.90,3.82
Ah 8d 2c,Qd,QcJs,0.013,56.01,4.08334,60.7544,0.10,2.38,99.90,4.09
Ah 8d 2c,Qd,Kc3c,0.257,26.71,2.23182,69.6384,0.14,0.97,99.86,2.23
Ah 8d 2c,Qd,Kc4c,0.240,26.79,2.23239,69.4355,0.14,0.98,99.86,2.23
Ah 8d 2c,Qd,Kc5c,0.350,26.66,2.19649,68.6579,0.14,0.91,99.86,2.20
Ah 8d 2c,Qd,Kc6c,0.002,26.68,2.12905,66.5041,0.14,0.86,99.86,2.13
Ah 8d 2c,Qd,Kc7c,0.002,26.57,2.05497,64.4565,0.13,0.74,99.87,2.06
Ah 8d 2c,Qd,Kc8c,0.747,45.78,3.02139,54.9989,0.16,2.07,99.84,3.02
Ah 8d 2c,Qd,Kc9c,0.350,28.44,2.12093,62.1408,0.10,0.37,99.90,2.12
Ah 8d 2c,Qd,KcTc,0.783,36.60,2.90212,66.0715,0.15,1.77,99.85,2.90
Ah 8d 2c,Qd,KcJc,0.962,36.72,2.86524,65.0201,0.17,1.96,99.83,2.87
Ah 8d 2c,Qd,KcQc,0.976,57.08,4.12137,60.1718,0.10,2.39,99.90,4.12
Ah 8d 2c,Qd,KcTd,0.002,36.94,3.08453,69.5787,0.17,2.12,99.83,3.09
Ah 8d 2c,Qd,KcJd,0.003,37.09,3.26676,73.3972,0.17,2.31,99.83,3.27
Ah 8d 2c,Qd,KcTh,0.002,36.59,2.90782,66.2298,0.15,1.79,99.85,2.91
Ah 8d 2c,Qd,KcJh,0.003,36.63,2.92016,66.4264,0.17,1.99,99.83,2.92
Ah 8d 2c,Qd,KcQh,0.004,57.06,4.12444,60.2367,0.09,2.39,99.91,4.13
Ah 8d 2c,Qd,KcTs,0.002,36.73,3.01506,68.4053,0.14,1.87,99.86,3.02
Ah 8d 2c,Qd,KcJs,0.008,36.87,3.01985,68.2468,0.16,2.02,99.84,3.02
Ah 8d 2c,Qd,KcQs,0.017,57.22,4.18036,60.88,0.10,2.46,99.90,4.18
Ah 8d 2c,Qd,Ac3c,0.766,64.43,5.06776,65.5467,0.13,3.83,99.87,5.07
Ah 8d 2c,Qd,Ac4c,0.752,64.43,5.06859,65.5533,0.13,3.83,99.87,5.07
Ah 8d 2c,Qd,Ac5c,0.680,64.24,5.0239,65.1714,0.13,3.79,99.87,5.03
Ah 8d 2c,Qd,Ac6c,0.769,64.41,5.07995,65.7277,0.13,3.81,99.87,5.08
Ah 8d 2c,Qd,Ac7c,0.545,64.10,5.03759,65.4868,0.12,3.74,99.88,5.04
Ah 8d 2c,Qd,Ac8c,0.262,84.02,13.4723,133.624,0.71,13.21,99.29,13.47
Ah 8d 2c,Qd,Ac9c,0.490,65.64,5.48073,69.5839,0.13,4.19,99.87,5.48
Ah 8d 2c,Qd,AcTc,0.687,68.32,6.16896,75.244,0.12,4.82,99.88,6.17
Ah 8d 2c,Qd,Ac2d,0.600,81.07,11.9559,122.903,0.21,11.10,99.79,11.96
Ah 8d 2c,Qd,Ac3d,0.911,64.74,5.2084,67.0398,0.13,3.93,99.87,5.21
Ah 8d 2c,Qd,Ac4d,0.906,64.75,5.2106,67.0615,0.12,3.93,99.88,5.21
Ah 8d 2c,Qd,Ac5d,0.869,64.70,5.21375,67.1542,0.13,3.97,99.87,5.22
Ah 8d 2c,Qd,Ac6d,0.898,65.00,5.315,68.1424,0.12,3.93,99.88,5.32
Ah 8d 2c,Qd,Ac7d,0.851,65.04,5.38228,68.9563,0.12,3.94,99.88,5.38
Ah 8d 2c,Qd,Ac9d,0.612,66.43,5.73528,71.9456,0.11,4.30,99.89,5.74
Ah 8d 2c,Qd,AcTd,0.692,68.97,6.37411,77.0101,0.12,5.01,99.88,6.38
Ah 8d 2c,Qd,AcJd,0.725,71.76,7.3093,84.8868,0.15,6.20,99.85,7.31
Ah 8d 2c,Qd,Ac2h,0.596,81.03,11.9791,123.191,0.20,11.11,99.80,11.98
