Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,BET 3%,BET 3 EV,CHECK%,CHECK EV
Ah 8d 2c,Qh,KhTh,0.795,43.89,3.19113,121.185,34.25,3.19,61.27,3.19,4.48,3.15
Ah 8d 2c,Qh,KhJh,0.966,46.61,3.25143,116.259,59.79,3.25,29.42,3.25,10.79,3.25
Ah 8d 2c,Qh,KhTs,0.981,29.25,1.12306,63.9868,25.97,1.12,24.10,1.12,49.93,1.13
Ah 8d 2c,Qh,KhJs,0.988,32.52,1.23539,63.3188,14.31,1.23,14.93,1.23,70.76,1.24
Ah 8d 2c,Qh,KhQs,0.993,64.31,3.12646,81.0245,0.20,2.62,2.37,3.13,97.43,3.13
Ah 8d 2c,Qh,6s6c,0.816,32.92,1.04088,52.6911,4.55,1.04,47.82,1.04,47.63,1.04
Ah 8d 2c,Qh,6s6d,0.830,32.89,1.04325,52.8596,4.78,1.04,49.85,1.04,45.37,1.04
Ah 8d 2c,Qh,6s6h,0.846,33.13,1.08165,54.4085,21.78,1.09,26.01,1.08,52.20,1.08
Ah 8d 2c,Qh,6s5s,0.627,4.77,0.61178,213.887,1.93,0.61,12.57,0.61,85.51,0.61
Ah 8d 2c,Qh,7s7c,0.808,33.98,1.06013,51.9924,1.08,1.02,1.34,1.05,97.57,1.06
Ah 8d 2c,Qh,7s7d,0.824,33.96,1.06115,52.0818,1.23,1.03,1.51,1.06,97.26,1.06
Ah 8d 2c,Qh,7s7h,0.804,34.10,1.07804,52.6842,4.37,1.08,16.62,1.08,79.01,1.08
Ah 8d 2c,Qh,7s6s,0.749,5.12,0.54158,176.295,1.13,0.46,9.39,0.54,89.49,0.54
Ah 8d 2c,Qh,8s8c,0.336,95.64,12.0225,209.515,80.16,12.02,19.55,12.02,0.29,11.57
Ah 8d 2c,Qh,8s8h,0.313,95.78,12.1209,210.925,88.80,12.12,10.96,12.12,0.24,11.57
Ah 8d 2c,Qh,8s7s,0.668,41.20,1.5085,61.0193,7.58,1.50,44.61,1.51,47.81,1.51
Ah 8d 2c,Qh,9s9c,0.712,45.40,1.63855,60.1563,0.20,1.09,0.27,1.60,99.53,1.64
Ah 8d 2c,Qh,9s9d,0.751,45.43,1.64325,60.2822,0.20,1.10,0.24,1.61,99.55,1.64
Ah 8d 2c,Qh,9s9h,0.715,45.81,1.66165,60.4586,0.22,1.20,0.78,1.65,99.00,1.66
Ah 8d 2c,Qh,9s8s,0.956,42.66,1.50842,58.9298,0.58,1.40,1.08,1.47,98.34,1.51
Ah 8d 2c,Qh,TsTc,0.767,48.23,1.75776,60.7451,0.20,1.17,0.24,1.72,99.55,1.76
Ah 8d 2c,Qh,TsTd,0.813,48.20,1.75831,60.7961,0.20,1.17,0.25,1.72,99.55,1.76
Ah 8d 2c,Qh,TsTh,0.816,48.49,1.79161,61.5801,0.18,1.22,1.15,1.75,98.66,1.79
Ah 8d 2c,Qh,Ts8s,0.848,44.01,1.5658,59.2906,1.12,1.54,3.63,1.56,95.26,1.57
Ah 8d 2c,Qh,Ts9s,0.597,15.21,0.99244,108.738,20.62,0.99,58.70,0.99,20.68,0.99
Ah 8d 2c,Qh,JsTc,0.667,26.32,1.84604,116.877,51.47,1.85,37.21,1.85,11.32,1.85
Ah 8d 2c,Qh,JsTd,0.660,26.32,1.84753,116.97,50.32,1.85,38.45,1.85,11.23,1.85
Ah 8d 2c,Qh,JsTh,0.639,26.46,1.90228,119.824,47.80,1.90,28.70,1.90,23.50,1.91
Ah 8d 2c,Qh,Js8s,0.845,45.05,1.63712,60.5653,0.73,1.61,3.27,1.62,96.00,1.64
Ah 8d 2c,Qh,Js9s,0.830,16.88,1.00203,98.934,15.21,1.00,22.96,1.00,61.83,1.00
Ah 8d 2c,Qh,JsTs,0.602,26.22,1.82327,115.91,51.22,1.82,35.48,1.82,13.30,1.82
Ah 8d 2c,Qh,QsTc,0.724,59.79,2.7166,75.7204,0.53,2.66,0.81,2.71,98.66,2.72
Ah 8d 2c,Qh,QsJc,0.789,61.02,2.84039,77.5782,0.38,2.66,7.02,2.84,92.60,2.84
Ah 8d 2c,Qh,QsTd,0.709,59.77,2.71884,75.8095,0.52,2.65,0.92,2.71,98.56,2.72
Ah 8d 2c,Qh,QsJd,0.781,61.00,2.83872,77.5571,0.38,2.66,10.25,2.84,89.37,2.84
Ah 8d 2c,Qh,QsTh,0.692,60.00,2.727,75.7506,0.57,2.68,3.31,2.73,96.12,2.73
Ah 8d 2c,Qh,QsJh,0.689,61.27,2.85691,77.7077,0.40,2.69,17.95,2.86,81.64,2.86
Ah 8d 2c,Qh,Qs8s,0.927,86.37,7.76081,149.766,96.38,7.76,3.41,7.76,0.21,7.16
Ah 8d 2c,Qh,Qs9s,0.977,57.97,2.58945,74.4498,0.38,2.43,0.43,2.56,99.18,2.59
Ah 8d 2c,Qh,QsTs,0.769,59.67,2.6983,75.3632,0.50,2.65,1.62,2.69,97.88,2.70
Ah 8d 2c,Qh,QsJs,0.809,60.88,2.82302,77.2852,0.38,2.64,5.61,2.82,94.01,2.82
Ah 8d 2c,Qh,KsTc,0.879,28.34,0.92394,54.3378,11.46,0.92,31.51,0.93,57.03,0.92
Ah 8d 2c,Qh,KsJc,0.983,31.59,1.05232,55.5216,8.77,1.05,14.08,1.05,77.16,1.05
Ah 8d 2c,Qh,KsQc,0.992,63.16,3.07965,81.2607,0.16,2.42,0.15,3.01,99.69,3.08
Ah 8d 2c,Qh,KsTd,0.831,28.35,0.92543,54.4079,9.35,0.93,30.13,0.93,60.52,0.92
Ah 8d 2c,Qh,KsJd,0.983,31.59,1.05293,55.5599,7.09,1.05,15.33,1.05,77.57,1.05
Ah 8d 2c,Qh,KsQd,0.992,63.16,3.07929,81.2527,0.17,2.44,0.15,3.02,99.67,3.08
Ah 8d 2c,Qh,KsTh,0.858,28.52,0.95876,56.0281,25.22,0.96,47.23,0.96,27.55,0.95
Ah 8d 2c,Qh,KsJh,0.980,31.82,1.08282,56.7169,11.79,1.07,23.86,1.08,64.35,1.09
Ah 8d 2c,Qh,Ks2s,0.695,30.70,1.09749,59.5734,47.45,1.10,49.73,1.10,2.82,1.01
Ah 8d 2c,Qh,Ks3s,0.849,14.09,0.41628,49.2249,0.42,0.22,0.63,0.40,98.95,0.42
Ah 8d 2c,Qh,Ks4s,0.819,14.19,0.4193,49.2361,0.41,0.21,0.61,0.40,98.98,0.42
Ah 8d 2c,Qh,Ks5s,0.932,14.14,0.39916,47.0535,0.31,0.13,0.47,0.34,99.22,0.40
Ah 8d 2c,Qh,Ks6s,0.974,14.25,0.36359,42.5272,0.26,0.02,0.39,0.27,99.34,0.36
Ah 8d 2c,Qh,Ks7s,0.982,14.46,0.33882,39.0456,0.25,-0.03,0.39,0.26,99.36,0.34
Ah 8d 2c,Qh,Ks8s,0.842,45.23,1.67714,61.7948,0.20,1.22,0.26,1.55,99.53,1.68
Ah 8d 2c,Qh,Ks9s,0.989,18.02,0.38858,35.94,0.16,-0.18,0.26,0.23,99.58,0.39
Ah 8d 2c,Qh,KsTs,0.962,28.21,0.90894,53.6975,11.39,0.91,25.48,0.91,63.13,0.91
Ah 8d 2c,Qh,KsJs,0.984,31.47,1.04639,55.4183,5.64,1.04,11.18,1.04,83.18,1.05
Ah 8d 2c,Qh,KsQs,0.992,63.12,3.06911,81.0354,0.17,2.43,0.15,3.00,99.68,3.07
Ah 8d 2c,Qh,As3c,0.901,78.07,4.83288,103.169,0.35,4.63,1.43,4.80,98.22,4.83
Ah 8d 2c,Qh,As4c,0.895,78.07,4.83262,103.165,0.35,4.63,1.42,4.80,98.23,4.83
Ah 8d 2c,Qh,As5c,0.857,78.36,4.86536,103.487,0.49,4.69,3.60,4.86,95.91,4.87
Ah 8d 2c,Qh,As6c,0.884,78.98,4.99964,105.498,0.53,4.83,20.44,5.00,79.04,5.00
Ah 8d 2c,Qh,As7c,0.782,79.82,5.19128,108.4,0.59,5.05,46.84,5.19,52.58,5.19
Ah 8d 2c,Qh,As8c,0.522,92.98,9.42756,168.997,81.86,9.43,17.85,9.43,0.30,8.99
Ah 8d 2c,Qh,As9c,0.589,84.10,5.92356,117.385,7.25,5.92,59.13,5.92,33.62,5.92
Ah 8d 2c,Qh,AsTc,0.676,85.52,6.25042,121.817,7.75,6.24,67.46,6.25,24.79,6.25
Ah 8d 2c,Qh,AsJc,0.701,86.26,6.51311,125.846,32.13,6.51,65.34,6.51,2.54,6.48
Ah 8d 2c,Qh,As2d,0.614,90.58,8.24578,151.714,43.08,8.25,56.61,8.25,0.31,7.76
Ah 8d 2c,Qh,As3d,0.904,78.07,4.8336,103.185,0.35,4.63,1.43,4.80,98.22,4.83
Ah 8d 2c,Qh,As4d,0.900,78.07,4.83264,103.167,0.35,4.63,1.43,4.80,98.22,4.83
Ah 8d 2c,Qh,As5d,0.863,78.36,4.86532,103.485,0.49,4.69,3.49,4.86,96.02,4.87
Ah 8d 2c,Qh,As6d,0.887,79.01,5.00534,105.578,0.51,4.83,30.35,5.01,69.14,5.01
Ah 8d 2c,Qh,As7d,0.814,79.84,5.19867,108.519,0.58,5.05,52.39,5.20,47.03,5.20
Ah 8d 2c,Qh,As9d,0.592,84.11,5.91664,117.242,7.60,5.91,73.01,5.92,19.39,5.91
Ah 8d 2c,Qh,AsTd,0.700,85.50,6.2441,121.72,8.46,6.23,70.02,6.25,21.52,6.24
Ah 8d 2c,Qh,AsJd,0.731,86.24,6.50818,125.78,34.72,6.51,62.82,6.51,2.45,6.48
Ah 8d 2c,Qh,As2h,0.617,90.64,8.25061,151.709,4.26,8.25,95.44,8.25,0.30,7.75
Ah 8d 2c,Qh,As3h,0.906,78.18,4.86201,103.644,0.39,4.67,1.98,4.85,97.63,4.86
Ah 8d 2c,Qh,As4h,0.898,78.18,4.86166,103.639,0.39,4.67,2.03,4.85,97.58,4.86
Ah 8d 2c,Qh,As5h,0.846,78.53,4.90028,104.003,0.45,4.71,4.00,4.90,95.55,4.90
Ah 8d 2c,Qh,As6h,0.868,79.23,5.03072,105.822,0.46,4.83,34.87,5.03,64.67,5.03
Ah 8d 2c,Qh,As7h,0.710,80.10,5.24174,109.067,0.48,5.06,61.58,5.24,37.94,5.24
Ah 8d 2c,Qh,As8h,0.442,93.12,9.50392,170.101,95.22,9.51,4.53,9.50,0.25,8.99
Ah 8d 2c,Qh,As9h,0.525,84.32,5.9391,117.397,4.49,5.93,78.56,5.94,16.95,5.94
Ah 8d 2c,Qh,AsTh,0.678,85.69,6.28198,122.188,22.88,6.28,70.34,6.28,6.78,6.27
Ah 8d 2c,Qh,AsJh,0.682,86.42,6.55652,126.443,62.84,6.56,35.58,6.56,1.58,6.48
Ah 8d 2c,Qh,As2s,0.675,90.58,8.24281,151.659,56.03,8.24,43.66,8.24,0.31,7.77
Ah 8d 2c,Qh,As3s,0.789,78.03,4.82976,103.165,0.36,4.63,1.45,4.80,98.19,4.83
Ah 8d 2c,Qh,As4s,0.777,78.02,4.8291,103.157,0.36,4.63,1.44,4.80,98.20,4.83
Ah 8d 2c,Qh,As5s,0.769,78.24,4.85721,103.471,0.51,4.69,8.85,4.86,90.64,4.86
Ah 8d 2c,Qh,As6s,0.804,78.90,4.99655,105.543,0.51,4.82,8.24,5.00,91.25,5.00
Ah 8d 2c,Qh,As7s,0.639,79.66,5.18338,108.446,0.57,5.03,46.63,5.18,52.80,5.18
Ah 8d 2c,Qh,As8s,0.442,92.91,9.40943,168.783,88.93,9.41,10.77,9.41,0.30,8.97
Ah 8d 2c,Qh,As9s,0.560,83.91,5.91285,117.447,6.08,5.91,52.66,5.92,41.25,5.91
Ah 8d 2c,Qh,AsTs,0.710,85.46,6.24948,121.883,8.13,6.24,63.02,6.25,28.84,6.25
Ah 8d 2c,Kh,6c5c,0.442,3.40,0.75757,371.246,0.35,0.55,0.76,0.66,98.89,0.76
Ah 8d 2c,Kh,7c6c,0.496,3.99,0.67651,282.651,0.25,0.34,0.46,0.53,99.29,0.68
Ah 8d 2c,Kh,8c7c,0.671,33.60,1.24779,61.8913,37.56,1.25,13.15,1.24,49.29,1.25
Ah 8d 2c,Kh,9c8c,0.916,34.59,1.2657,60.9877,14.05,1.26,24.05,1.26,61.90,1.27
Ah 8d 2c,Kh,Tc8c,0.763,35.67,1.29471,60.4945,1.19,1.26,1.39,1.25,97.42,1.30
Ah 8d 2c,Kh,Tc9c,0.435,6.73,0.50431,124.82,0.26,0.13,0.32,0.41,99.42,0.51
Ah 8d 2c,Kh,Jc8c,0.769,36.84,1.34008,60.6233,0.55,1.24,0.66,1.23,98.79,1.34
Ah 8d 2c,Kh,Jc9c,0.533,8.75,0.51186,97.4746,0.24,0.13,0.30,0.40,99.46,0.51
Ah 8d 2c,Kh,JcTc,0.517,17.70,1.0538,99.221,46.79,1.06,27.90,1.05,25.31,1.05
Ah 8d 2c,Kh,JcTd,0.737,17.75,1.05373,98.9247,39.31,1.05,31.63,1.05,29.05,1.06
Ah 8d 2c,Kh,JcTh,0.715,17.84,1.09473,102.247,27.98,1.09,34.56,1.09,37.45,1.10
Ah 8d 2c,Kh,JcTs,0.726,17.61,1.0188,96.4043,38.15,1.02,28.12,1.02,33.73,1.02
Ah 8d 2c,Kh,Qc8c,0.884,37.99,1.36658,59.9601,0.36,1.20,0.45,1.20,99.18,1.37
Ah 8d 2c,Kh,Qc9c,0.815,13.47,0.48006,59.3833,0.21,0.08,0.27,0.34,99.51,0.48
Ah 8d 2c,Kh,QcTc,0.396,23.06,1.0145,73.3095,45.65,1.02,28.27,1.02,26.08,1.01
Ah 8d 2c,Kh,QcJc,0.491,25.16,1.06788,70.7381,36.19,1.07,27.84,1.07,35.97,1.06
Ah 8d 2c,Kh,QcTd,0.801,23.12,1.0117,72.9307,32.97,1.01,32.08,1.01,34.95,1.01
Ah 8d 2c,Kh,QcJd,0.811,25.21,1.07414,71.0086,34.32,1.08,22.55,1.07,43.13,1.07
Ah 8d 2c,Kh,QcTh,0.798,23.23,1.05459,75.6682,36.58,1.05,31.98,1.05,31.43,1.06
Ah 8d 2c,Kh,QcJh,0.765,25.41,1.09723,71.9723,32.44,1.10,29.17,1.10,38.38,1.10
Ah 8d 2c,Kh,QcTs,0.782,22.87,0.97588,71.1093,35.07,0.98,27.22,0.97,37.71,0.98
Ah 8d 2c,Kh,QcJs,0.824,24.95,1.03849,69.3588,30.13,1.04,26.21,1.04,43.66,1.04
Ah 8d 2c,Kh,Kc3c,0.460,55.04,2.38203,72.1286,0.14,1.84,0.16,2.04,99.70,2.38
Ah 8d 2c,Kh,Kc4c,0.377,55.04,2.38366,72.1832,0.14,1.84,0.16,2.04,99.70,2.38
Ah 8d 2c,Kh,Kc5c,0.419,54.94,2.36683,71.8016,0.15,1.86,0.16,2.04,99.69,2.37
Ah 8d 2c,Kh,Kc6c,0.677,54.90,2.34699,71.2552,0.16,1.85,0.18,2.09,99.66,2.35
Ah 8d 2c,Kh,Kc7c,0.845,55.23,2.3362,70.5013,0.16,1.86,0.18,2.06,99.66,2.34
Ah 8d 2c,Kh,Kc8c,0.805,86.92,8.03316,154.042,97.46,8.03,2.38,8.03,0.17,7.34
Ah 8d 2c,Kh,Kc9c,0.956,57.30,2.46132,71.5924,0.25,2.19,0.28,2.33,99.47,2.46
Ah 8d 2c,Kh,KcTc,0.791,59.51,2.54449,71.2595,0.32,2.32,0.32,2.50,99.36,2.55
Ah 8d 2c,Kh,KcJc,0.970,61.58,2.71468,73.4679,0.24,2.33,3.05,2.71,96.71,2.72
Ah 8d 2c,Kh,KcQc,0.984,63.42,2.95679,77.7014,0.17,2.27,11.32,2.96,88.52,2.96
Ah 8d 2c,Kh,KcTd,0.976,59.49,2.53939,71.1456,0.33,2.32,0.33,2.50,99.35,2.54
Ah 8d 2c,Kh,KcJd,0.987,61.57,2.71106,73.3894,0.25,2.33,6.78,2.71,92.97,2.71
Ah 8d 2c,Kh,KcQd,0.991,63.39,2.95225,77.626,0.17,2.26,14.33,2.95,85.50,2.95
Ah 8d 2c,Kh,KcTh,0.975,59.65,2.55575,71.4138,0.35,2.35,0.59,2.53,99.07,2.56
Ah 8d 2c,Kh,KcJh,0.985,61.80,2.73065,73.6461,0.26,2.37,10.56,2.73,89.19,2.73
Ah 8d 2c,Kh,KcQh,0.991,63.59,2.95891,77.5501,0.18,2.35,24.46,2.96,75.36,2.96
Ah 8d 2c,Kh,KcTs,0.979,59.29,2.52488,70.9744,0.32,2.30,0.32,2.48,99.37,2.53
Ah 8d 2c,Kh,KcJs,0.987,61.34,2.69796,73.3084,0.23,2.30,2.30,2.69,97.47,2.70
Ah 8d 2c,Kh,KcQs,0.992,63.19,2.94063,77.5578,0.17,2.24,10.09,2.94,89.75,2.94
Ah 8d 2c,Kh,Ac3c,0.795,77.07,4.65327,100.634,0.49,4.46,2.44,4.64,97.07,4.65
Ah 8d 2c,Kh,Ac4c,0.784,77.06,4.65211,100.611,0.49,4.46,2.45,4.64,97.06,4.65
Ah 8d 2c,Kh,Ac5c,0.707,77.36,4.67595,100.744,0.65,4.52,14.16,4.68,85.19,4.68
Ah 8d 2c,Kh,Ac6c,0.770,78.03,4.81601,102.87,0.65,4.65,5.06,4.81,94.29,4.82
Ah 8d 2c,Kh,Ac7c,0.546,79.09,5.04242,106.255,0.65,4.86,21.93,5.04,77.42,5.04
Ah 8d 2c,Kh,Ac8c,0.342,93.58,9.73103,173.31,93.15,9.73,6.56,9.72,0.29,9.30
Ah 8d 2c,Kh,Ac9c,0.502,83.14,5.80288,116.327,5.85,5.79,68.27,5.80,25.87,5.81
Ah 8d 2c,Kh,AcTc,0.691,84.53,6.10138,120.296,6.63,6.08,36.76,6.10,56.61,6.10
Ah 8d 2c,Kh,Ac2d,0.616,91.13,8.42315,154.058,32.24,8.42,67.46,8.42,0.30,7.96
Ah 8d 2c,Kh,Ac3d,0.913,77.06,4.65204,100.609,0.50,4.46,2.50,4.64,97.00,4.65
Ah 8d 2c,Kh,Ac4d,0.908,77.06,4.65106,100.59,0.50,4.46,2.54,4.64,96.96,4.65
Ah 8d 2c,Kh,Ac5d,0.871,77.36,4.67566,100.737,0.66,4.52,21.56,4.68,77.79,4.68
Ah 8d 2c,Kh,Ac6d,0.900,78.06,4.82081,102.925,0.66,4.66,14.16,4.82,85.18,4.82
Ah 8d 2c,Kh,Ac7d,0.852,79.13,5.04756,106.317,0.63,4.85,35.16,5.05,64.21,5.05
Ah 8d 2c,Kh,Ac9d,0.614,83.16,5.79324,116.11,7.27,5.79,65.73,5.79,27.00,5.79
Ah 8d 2c,Kh,AcTd,0.695,84.54,6.09948,120.245,7.17,6.08,46.87,6.10,45.96,6.10
Ah 8d 2c,Kh,AcJd,0.728,85.28,6.36463,124.385,46.33,6.37,50.31,6.37,3.36,6.33
Ah 8d 2c,Kh,Ac2h,0.622,91.13,8.45959,154.71,12.72,8.46,86.98,8.46,0.30,7.99
Ah 8d 2c,Kh,Ac3h,0.915,77.15,4.67749,101.054,0.58,4.49,21.82,4.68,77.61,4.68
Ah 8d 2c,Kh,Ac4h,0.906,77.14,4.67702,101.045,0.57,4.49,23.01,4.68,76.41,4.68
Ah 8d 2c,Kh,Ac5h,0.846,77.50,4.70452,101.175,0.59,4.52,19.83,4.70,79.58,4.71
Ah 8d 2c,Kh,Ac6h,0.885,78.25,4.83729,103.033,0.60,4.65,40.08,4.84,59.32,4.84
Ah 8d 2c,Kh,Ac7h,0.793,79.31,5.05225,106.177,0.58,4.87,42.31,5.05,57.11,5.05
Ah 8d 2c,Kh,Ac8h,0.537,93.75,9.76081,173.53,96.32,9.76,3.44,9.76,0.23,9.20
Ah 8d 2c,Kh,Ac9h,0.542,83.33,5.84661,116.934,13.64,5.85,79.45,5.85,6.91,5.81
Ah 8d 2c,Kh,AcTh,0.675,84.68,6.12436,120.532,31.40,6.12,54.04,6.13,14.56,6.12
Ah 8d 2c,Kh,AcJh,0.671,85.43,6.41453,125.14,76.82,6.42,21.43,6.42,1.75,6.34
Ah 8d 2c,Kh,Ac2s,0.687,91.13,8.41382,153.883,18.01,8.41,81.69,8.42,0.30,7.95
Ah 8d 2c,Kh,Ac3s,0.820,77.02,4.64746,100.564,0.46,4.44,2.38,4.63,97.16,4.65
Ah 8d 2c,Kh,Ac4s,0.800,77.02,4.64612,100.541,0.46,4.44,2.33,4.63,97.21,4.65
Ah 8d 2c,Kh,Ac5s,0.807,77.24,4.66276,100.61,0.63,4.49,9.99,4.66,89.38,4.66
Ah 8d 2c,Kh,Ac6s,0.840,77.94,4.82692,103.213,0.46,4.63,3.51,4.81,96.03,4.83
Ah 8d 2c,Kh,Ac7s,0.713,78.94,5.04015,106.411,0.55,4.84,5.91,5.04,93.54,5.04
Ah 8d 2c,Kh,Ac8s,0.535,93.54,9.7328,173.41,94.55,9.73,5.17,9.73,0.28,9.30
Ah 8d 2c,Kh,Ac9s,0.596,82.85,5.79504,116.575,5.00,5.78,46.81,5.80,48.18,5.80
Ah 8d 2c,Kh,AcTs,0.721,84.49,6.11298,120.587,5.58,6.09,31.32,6.11,63.10,6.12
Ah 8d 2c,Kh,AcJs,0.715,85.23,6.37214,124.611,44.76,6.37,50.91,6.37,4.33,6.35
Ah 8d 2c,Kh,6d6c,0.713,24.80,0.94734,63.6604,1.97,0.87,29.20,0.95,68.83,0.95
Ah 8d 2c,Kh,6d5d,0.418,3.40,0.76407,374.929,0.35,0.55,0.76,0.66,98.89,0.77
Ah 8d 2c,Kh,7d7c,0.661,26.49,0.90283,56.8082,1.44,0.84,34.47,0.90,64.09,0.90
Ah 8d 2c,Kh,7d6d,0.448,3.98,0.68557,286.911,0.28,0.39,0.51,0.54,99.21,0.69
Ah 8d 2c,Kh,9d9c,0.690,36.85,1.26906,57.3924,0.20,0.96,0.23,1.02,99.57,1.27
Ah 8d 2c,Kh,TdTc,0.828,39.40,1.39233,58.8965,0.13,0.85,0.14,0.96,99.73,1.39
Ah 8d 2c,Kh,Td9d,0.414,6.77,0.53589,131.947,0.27,0.19,0.33,0.44,99.40,0.54
Ah 8d 2c,Kh,JdTc,0.727,17.73,1.059,99.5263,35.53,1.06,29.66,1.06,34.81,1.06
Ah 8d 2c,Kh,Jd9d,0.515,8.83,0.55537,104.804,0.25,0.22,0.31,0.44,99.44,0.56
Ah 8d 2c,Kh,JdTd,0.456,17.69,1.05463,99.3559,45.46,1.06,30.35,1.05,24.19,1.05
Ah 8d 2c,Kh,JdTh,0.729,17.83,1.09673,102.532,26.11,1.09,34.25,1.10,39.65,1.10
Ah 8d 2c,Kh,JdTs,0.726,17.60,1.02086,96.6887,34.62,1.02,29.25,1.02,36.13,1.02
Ah 8d 2c,Kh,QdTc,0.802,23.09,1.01946,73.5878,30.15,1.02,27.90,1.02,41.94,1.02
Ah 8d 2c,Kh,QdJc,0.812,25.19,1.07806,71.3334,31.14,1.08,23.62,1.08,45.24,1.08
Ah 8d 2c,Kh,Qd9d,0.773,13.57,0.51156,62.8109,0.23,0.17,0.29,0.38,99.48,0.51
Ah 8d 2c,Kh,QdTd,0.430,23.05,1.01661,73.5146,41.20,1.02,31.96,1.02,26.84,1.01
Ah 8d 2c,Kh,QdJd,0.537,25.14,1.07891,71.528,24.53,1.08,17.32,1.08,58.15,1.08
Ah 8d 2c,Kh,QdTh,0.792,23.20,1.05844,76.0351,32.81,1.06,32.07,1.06,35.12,1.06
Ah 8d 2c,Kh,QdJh,0.760,25.39,1.10284,72.405,30.53,1.10,26.44,1.10,43.03,1.10
Ah 8d 2c,Kh,QdTs,0.771,22.84,0.97963,71.4732,30.82,0.98,26.71,0.98,42.47,0.98
Ah 8d 2c,Kh,QdJs,0.820,24.93,1.04557,69.9021,24.85,1.05,20.14,1.04,55.01,1.04
Ah 8d 2c,Kh,KdTc,0.977,59.60,2.55091,71.3338,0.34,2.36,0.34,2.51,99.32,2.55
Ah 8d 2c,Kh,KdJc,0.988,61.67,2.72073,73.5243,0.25,2.37,3.61,2.72,96.14,2.72
Ah 8d 2c,Kh,KdQc,0.992,63.51,2.96402,77.7787,0.17,2.31,13.95,2.96,85.88,2.97
Ah 8d 2c,Kh,Kd2d,0.527,85.34,7.54248,147.307,98.93,7.54,0.94,7.54,0.13,6.93
Ah 8d 2c,Kh,Kd3d,0.381,55.08,2.38486,72.1699,0.14,1.80,0.15,2.05,99.71,2.39
Ah 8d 2c,Kh,Kd4d,0.330,55.07,2.38596,72.209,0.14,1.80,0.15,2.05,99.71,2.39
Ah 8d 2c,Kh,Kd5d,0.337,54.97,2.37061,71.8703,0.14,1.82,0.15,2.05,99.70,2.37
Ah 8d 2c,Kh,Kd6d,0.619,55.00,2.35191,71.2752,0.15,1.81,0.17,2.10,99.67,2.35
Ah 8d 2c,Kh,Kd7d,0.820,55.34,2.34815,70.7156,0.16,1.85,0.17,2.08,99.67,2.35
Ah 8d 2c,Kh,Kd9d,0.954,57.44,2.474,71.7839,0.27,2.25,0.30,2.37,99.43,2.47
Ah 8d 2c,Kh,KdTd,0.861,59.58,2.54624,71.2318,0.35,2.36,0.35,2.51,99.31,2.55
Ah 8d 2c,Kh,KdJd,0.977,61.66,2.71747,73.4557,0.26,2.37,7.32,2.72,92.42,2.72
Ah 8d 2c,Kh,KdQd,0.987,63.48,2.95984,77.7127,0.18,2.31,13.35,2.96,86.47,2.96
Ah 8d 2c,Kh,KdTh,0.976,59.73,2.5646,71.5554,0.36,2.39,0.68,2.54,98.96,2.57
Ah 8d 2c,Kh,KdJh,0.986,61.89,2.7377,73.7292,0.27,2.42,14.65,2.74,85.08,2.74
Ah 8d 2c,Kh,KdQh,0.992,63.68,2.96748,77.6623,0.19,2.40,19.45,2.97,80.37,2.97
Ah 8d 2c,Kh,KdTs,0.980,59.38,2.53161,71.0577,0.34,2.34,0.33,2.49,99.33,2.53
Ah 8d 2c,Kh,KdJs,0.988,61.43,2.70375,73.3576,0.24,2.35,2.89,2.70,96.87,2.70
Ah 8d 2c,Kh,KdQs,0.992,63.28,2.94776,77.6322,0.17,2.29,12.47,2.95,87.36,2.95
Ah 8d 2c,Kh,Ad3c,0.911,77.06,4.65181,100.608,0.48,4.46,2.45,4.64,97.06,4.65
Ah 8d 2c,Kh,Ad4c,0.907,77.06,4.65159,100.605,0.49,4.46,2.49,4.64,97.02,4.65
Ah 8d 2c,Kh,Ad5c,0.868,77.35,4.67492,100.727,0.65,4.52,15.97,4.67,83.39,4.68
Ah 8d 2c,Kh,Ad6c,0.898,78.03,4.81499,102.846,0.64,4.65,4.97,4.81,94.39,4.82
Ah 8d 2c,Kh,Ad7c,0.833,79.09,5.04096,106.224,0.65,4.86,23.50,5.04,75.86,5.04
Ah 8d 2c,Kh,Ad8c,0.537,93.60,9.71836,173.054,88.43,9.72,11.28,9.72,0.29,9.28
Ah 8d 2c,Kh,Ad9c,0.612,83.13,5.80061,116.298,5.45,5.79,70.95,5.80,23.60,5.80
Ah 8d 2c,Kh,AdTc,0.682,84.55,6.10161,120.281,6.55,6.08,36.13,6.10,57.31,6.10
Ah 8d 2c,Kh,AdJc,0.700,85.29,6.36946,124.467,44.19,6.37,52.09,6.37,3.72,6.34
Ah 8d 2c,Kh,Ad2d,0.460,91.13,8.4254,154.094,38.53,8.43,61.17,8.43,0.30,7.97
Ah 8d 2c,Kh,Ad3d,0.779,77.06,4.65048,100.58,0.49,4.46,2.48,4.64,97.02,4.65
Ah 8d 2c,Kh,Ad4d,0.771,77.06,4.65038,100.581,0.50,4.46,2.57,4.64,96.94,4.65
Ah 8d 2c,Kh,Ad5d,0.682,77.35,4.67532,100.736,0.65,4.52,19.15,4.68,80.19,4.68
Ah 8d 2c,Kh,Ad6d,0.757,78.05,4.81907,102.909,0.65,4.65,11.92,4.82,87.42,4.82
