Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 21%,RAISE 21 EV,CALL%,CALL EV,FOLD%,FOLD EV
Ah 8d 2c,Tc,Kh5h,0.361,17.11,-0.00291,-0.1419,0.03,-4.80,0.03,-4.86,99.94,0.00
Ah 8d 2c,Tc,Kh6h,0.009,17.29,-0.0029,-0.13993,0.03,-4.71,0.03,-4.81,99.94,0.00
Ah 8d 2c,Tc,Kh7h,0.006,17.68,-0.0029,-0.13669,0.03,-4.70,0.03,-4.74,99.94,0.00
Ah 8d 2c,Tc,Kh8h,0.630,37.30,-0.0022,-0.04906,0.09,-0.51,0.40,-0.44,99.52,0.00
Ah 8d 2c,Tc,Kh9h,0.528,19.06,-0.00291,-0.12732,0.03,-4.81,0.03,-4.56,99.94,0.00
Ah 8d 2c,Tc,KhTh,0.788,38.68,-0.00353,-0.07608,0.03,-0.09,0.88,-0.40,99.09,0.00
Ah 8d 2c,Tc,KhJh,0.938,26.79,-0.00316,-0.09816,0.03,-0.80,0.65,-0.45,99.32,0.00
Ah 8d 2c,Tc,KhQh,0.943,27.95,-0.00375,-0.11172,0.03,-0.76,0.46,-0.76,99.51,0.00
Ah 8d 2c,Tc,KhTs,0.002,38.41,-0.00362,-0.07844,0.03,-0.60,0.77,-0.45,99.20,0.00
Ah 8d 2c,Tc,KhJs,0.003,26.62,-0.00345,-0.10784,0.03,-0.74,0.66,-0.49,99.31,0.00
Ah 8d 2c,Tc,KhQs,0.004,27.91,-0.00346,-0.10331,0.03,-0.75,0.50,-0.65,99.47,0.00
Ah 8d 2c,Tc,6s6c,0.800,23.62,-0.00305,-0.10754,0.06,-2.52,0.05,-2.77,99.88,0.00
Ah 8d 2c,Tc,6s6d,0.822,23.14,-0.00307,-0.11072,0.04,-3.20,0.05,-3.26,99.90,0.00
Ah 8d 2c,Tc,6s6h,0.837,23.18,-0.00307,-0.1104,0.04,-3.19,0.05,-3.27,99.90,0.00
Ah 8d 2c,Tc,6s5s,0.001,3.68,-0.00298,-0.67511,0.03,-4.75,0.03,-6.50,99.95,0.00
Ah 8d 2c,Tc,7s7c,0.796,23.90,-0.00305,-0.10643,0.04,-2.56,0.06,-2.95,99.89,0.00
Ah 8d 2c,Tc,7s7d,0.817,23.71,-0.00307,-0.10804,0.04,-3.40,0.05,-3.30,99.91,0.00
Ah 8d 2c,Tc,7s7h,0.797,23.75,-0.00307,-0.10783,0.04,-3.41,0.05,-3.29,99.91,0.00
Ah 8d 2c,Tc,7s6s,0.001,12.21,-0.00302,-0.20585,0.09,-1.60,0.04,-3.76,99.87,0.00
Ah 8d 2c,Tc,8s8c,0.000,89.21,29.8326,278.673,99.88,29.84,0.12,26.87,0.00,0.00
Ah 8d 2c,Tc,8s8h,0.000,88.72,28.2388,265.236,99.84,28.24,0.16,25.78,0.00,0.00
Ah 8d 2c,Tc,8s7s,0.488,29.75,-0.00342,-0.0957,0.19,-1.08,0.07,-1.87,99.74,0.00
Ah 8d 2c,Tc,9s9c,0.709,32.88,-0.00269,-0.06829,0.04,-1.32,0.21,-1.01,99.75,0.00
Ah 8d 2c,Tc,9s9d,0.748,33.09,-0.00291,-0.07317,0.04,-2.17,0.15,-1.35,99.81,0.00
Ah 8d 2c,Tc,9s9h,0.712,33.36,-0.00294,-0.0734,0.04,-2.16,0.15,-1.36,99.81,0.00
Ah 8d 2c,Tc,9s8s,0.945,30.96,-0.00304,-0.08181,0.07,-1.40,0.12,-1.69,99.81,0.00
Ah 8d 2c,Tc,TsTd,0.735,90.12,28.3389,262.043,98.52,28.34,1.47,28.04,0.00,0.00
Ah 8d 2c,Tc,TsTh,0.736,90.10,28.1751,260.602,98.03,28.18,1.97,27.92,0.00,0.00
Ah 8d 2c,Tc,Ts8s,0.841,65.20,10.2674,131.235,0.25,9.22,99.75,10.27,0.00,0.00
Ah 8d 2c,Tc,Ts9s,0.538,37.08,-0.00382,-0.08576,0.48,-0.47,0.27,-0.58,99.25,0.00
Ah 8d 2c,Tc,JsTd,0.191,37.83,-0.00267,-0.05882,0.68,-0.22,2.19,-0.05,97.13,0.00
Ah 8d 2c,Tc,JsTh,0.256,37.89,-0.00236,-0.052,0.19,-0.31,2.40,-0.07,97.41,0.00
Ah 8d 2c,Tc,Js8s,0.838,33.80,-0.00271,-0.06675,0.09,-1.22,0.22,-0.76,99.70,0.00
Ah 8d 2c,Tc,Js9s,0.088,24.78,1.29977,43.7077,99.00,1.31,0.98,0.79,0.02,0.00
Ah 8d 2c,Tc,JsTs,0.339,37.63,-0.00338,-0.07477,0.12,-0.49,1.35,-0.21,98.53,0.00
Ah 8d 2c,Tc,QsJc,0.010,29.18,1.31661,37.5982,59.63,1.33,40.20,1.30,0.17,0.00
Ah 8d 2c,Tc,QsTd,0.003,38.67,-0.00131,-0.02815,0.07,-0.20,1.62,-0.07,98.31,0.00
Ah 8d 2c,Tc,QsJd,0.019,30.03,1.1403,31.6405,3.75,1.06,96.07,1.15,0.17,0.00
Ah 8d 2c,Tc,QsTh,0.003,38.73,-0.00208,-0.04478,0.06,-0.23,1.45,-0.13,98.49,0.00
Ah 8d 2c,Tc,QsJh,0.098,30.18,1.17526,32.4492,0.75,1.04,99.04,1.18,0.21,0.00
Ah 8d 2c,Tc,Qs8s,0.916,36.83,-0.00208,-0.04715,0.10,-1.00,0.32,-0.34,99.58,0.00
Ah 8d 2c,Tc,Qs9s,0.000,21.02,-0.00303,-0.1203,0.10,-1.97,0.05,-1.99,99.85,0.00
Ah 8d 2c,Tc,QsTs,0.144,38.46,-0.00254,-0.055,0.07,-0.71,1.03,-0.20,98.90,0.00
Ah 8d 2c,Tc,QsJs,0.517,30.02,1.15064,31.9434,15.41,1.13,84.36,1.16,0.22,0.00
Ah 8d 2c,Tc,KsJc,0.000,25.23,-0.00344,-0.1135,0.02,-0.83,0.43,-0.77,99.55,0.00
Ah 8d 2c,Tc,KsQc,0.002,26.86,-0.00382,-0.11855,0.03,-1.10,0.37,-0.95,99.60,0.00
Ah 8d 2c,Tc,KsTd,0.003,38.75,-0.00339,-0.07287,2.64,-0.03,0.97,-0.28,96.39,0.00
Ah 8d 2c,Tc,KsJd,0.124,26.58,-0.00331,-0.10376,0.03,-0.74,0.62,-0.50,99.35,0.00
Ah 8d 2c,Tc,KsQd,0.023,27.69,-0.00356,-0.10703,0.03,-0.77,0.48,-0.68,99.48,0.00
Ah 8d 2c,Tc,KsTh,0.003,38.81,-0.00327,-0.07022,0.40,-0.08,0.82,-0.36,98.79,0.00
Ah 8d 2c,Tc,KsJh,0.047,26.81,-0.00315,-0.09779,0.03,-0.75,0.67,-0.44,99.30,0.00
Ah 8d 2c,Tc,KsQh,0.005,27.98,-0.00373,-0.11104,0.03,-0.71,0.47,-0.74,99.49,0.00
Ah 8d 2c,Tc,Ks2s,0.609,23.66,-0.00269,-0.09484,0.12,-0.69,0.08,-2.41,99.80,0.00
Ah 8d 2c,Tc,Ks3s,0.000,17.16,-0.00291,-0.14144,0.03,-4.71,0.03,-4.89,99.94,0.00
Ah 8d 2c,Tc,Ks4s,0.001,17.28,-0.00291,-0.14054,0.03,-4.71,0.03,-4.87,99.94,0.00
Ah 8d 2c,Tc,Ks5s,0.000,17.06,-0.00292,-0.14271,0.03,-4.75,0.03,-4.84,99.94,0.00
Ah 8d 2c,Tc,Ks6s,0.000,17.27,-0.00291,-0.14057,0.03,-4.68,0.03,-4.80,99.94,0.00
Ah 8d 2c,Tc,Ks7s,0.000,17.69,-0.00291,-0.13714,0.03,-4.66,0.03,-4.72,99.94,0.00
Ah 8d 2c,Tc,Ks8s,0.797,37.79,-0.00208,-0.04592,0.10,-0.54,0.47,-0.33,99.43,0.00
Ah 8d 2c,Tc,Ks9s,0.004,19.31,-0.00289,-0.12483,0.03,-4.65,0.03,-4.48,99.94,0.00
Ah 8d 2c,Tc,KsTs,0.165,38.54,-0.00357,-0.07724,0.20,-0.59,0.57,-0.42,99.23,0.00
Ah 8d 2c,Tc,KsJs,0.555,26.65,-0.00347,-0.10839,0.03,-0.69,0.68,-0.48,99.30,0.00
Ah 8d 2c,Tc,KsQs,0.437,27.93,-0.00345,-0.10302,0.03,-0.70,0.51,-0.63,99.46,0.00
Ah 8d 2c,Tc,As3c,0.888,43.38,0.19539,3.75344,0.12,0.03,97.87,0.20,2.00,0.00
Ah 8d 2c,Tc,As4c,0.883,43.40,0.20623,3.95984,0.12,0.04,97.94,0.21,1.93,0.00
Ah 8d 2c,Tc,As5c,0.847,43.35,0.21115,4.05907,0.11,-0.05,97.59,0.22,2.30,0.00
Ah 8d 2c,Tc,As6c,0.874,43.41,0.10838,2.0807,0.16,-0.09,96.87,0.11,2.97,0.00
Ah 8d 2c,Tc,As7c,0.773,43.31,-0.00113,-0.02183,0.27,-0.09,51.38,0.00,48.35,0.00
Ah 8d 2c,Tc,As8c,0.396,70.04,12.7483,151.683,0.24,11.55,99.75,12.75,0.00,0.00
Ah 8d 2c,Tc,As9c,0.575,43.25,0.00271,0.05222,1.09,0.01,33.92,0.01,64.99,0.00
Ah 8d 2c,Tc,AsJc,0.681,43.89,0.55644,10.5656,2.49,0.55,97.27,0.56,0.24,0.00
Ah 8d 2c,Tc,As2d,0.597,66.14,10.1382,127.732,0.37,9.63,99.62,10.14,0.00,0.00
Ah 8d 2c,Tc,As3d,0.890,43.13,0.0057,0.11004,0.39,-0.13,68.36,0.01,31.25,0.00
Ah 8d 2c,Tc,As4d,0.886,43.13,0.00436,0.08417,0.39,-0.13,70.64,0.01,28.96,0.00
Ah 8d 2c,Tc,As5d,0.850,43.07,0.01296,0.25072,0.36,-0.15,62.13,0.02,37.51,0.00
Ah 8d 2c,Tc,As6d,0.872,43.32,-0.00718,-0.13813,1.14,-0.08,76.62,-0.01,22.24,0.00
Ah 8d 2c,Tc,As7d,0.804,43.52,0.00084,0.01611,1.05,-0.04,60.46,0.00,38.49,0.00
Ah 8d 2c,Tc,As9d,0.583,43.38,0.00333,0.06398,4.42,-0.06,71.20,0.01,24.38,0.00
Ah 8d 2c,Tc,AsTd,0.654,76.32,15.9751,174.431,2.43,15.96,97.57,15.98,0.01,0.00
Ah 8d 2c,Tc,AsJd,0.720,44.92,0.74884,13.8935,5.65,0.75,94.13,0.75,0.22,0.00
Ah 8d 2c,Tc,As2h,0.589,66.17,10.1513,127.851,0.37,9.63,99.63,10.15,0.00,0.00
Ah 8d 2c,Tc,As3h,0.892,43.17,0.01324,0.25552,0.38,-0.12,70.99,0.02,28.63,0.00
Ah 8d 2c,Tc,As4h,0.884,43.17,0.01208,0.23329,0.38,-0.12,71.44,0.02,28.17,0.00
Ah 8d 2c,Tc,As5h,0.832,43.05,0.00644,0.1247,0.37,-0.15,64.13,0.01,35.50,0.00
Ah 8d 2c,Tc,As6h,0.853,43.35,-0.00582,-0.11185,1.23,-0.07,72.03,-0.01,26.74,0.00
Ah 8d 2c,Tc,As7h,0.700,43.52,-0.00143,-0.0274,1.65,-0.03,54.83,0.00,43.52,0.00
Ah 8d 2c,Tc,As8h,0.332,71.21,13.0822,153.103,0.39,12.43,99.61,13.08,0.00,0.00
Ah 8d 2c,Tc,As9h,0.517,43.65,0.02783,0.53123,3.65,0.02,94.03,0.03,2.32,0.00
Ah 8d 2c,Tc,AsTh,0.635,76.27,15.9715,174.507,1.83,15.93,98.16,15.97,0.00,0.00
Ah 8d 2c,Tc,AsJh,0.673,44.84,0.692,12.8607,2.98,0.68,96.79,0.69,0.24,0.00
Ah 8d 2c,Tc,As2s,0.647,66.21,10.1802,128.127,0.37,9.64,99.63,10.18,0.00,0.00
Ah 8d 2c,Tc,As3s,0.765,43.23,0.02911,0.56119,0.35,-0.10,79.02,0.04,20.64,0.00
Ah 8d 2c,Tc,As4s,0.750,43.23,0.03084,0.59462,0.34,-0.09,80.59,0.04,19.06,0.00
Ah 8d 2c,Tc,As5s,0.755,43.09,0.0151,0.2919,0.34,-0.14,74.02,0.02,25.64,0.00
Ah 8d 2c,Tc,As6s,0.790,43.32,-0.00793,-0.15258,1.25,-0.08,77.19,-0.01,21.56,0.00
Ah 8d 2c,Tc,As7s,0.630,43.54,0.00079,0.01504,1.84,-0.03,71.38,0.00,26.79,0.00
Ah 8d 2c,Tc,As8s,0.325,71.86,13.3849,155.21,0.39,12.75,99.61,13.39,0.00,0.00
Ah 8d 2c,Tc,As9s,0.548,43.89,0.10276,1.95098,4.45,0.09,93.72,0.11,1.84,0.00
Ah 8d 2c,Tc,AsTs,0.662,76.39,16.0468,175.065,7.07,16.03,92.93,16.05,0.01,0.00
Ah 8d 2c,Jc,6c5c,0.197,19.89,-0.00336,-0.14069,0.08,-1.45,0.13,-1.68,99.79,0.00
Ah 8d 2c,Jc,7c6c,0.327,20.46,-0.00341,-0.13901,0.07,-1.39,0.16,-1.56,99.77,0.00
Ah 8d 2c,Jc,8c7c,0.481,43.47,2.81759,54.0199,0.59,2.77,99.34,2.82,0.07,0.00
Ah 8d 2c,Jc,9c8c,0.911,43.45,2.79962,53.6961,0.37,2.70,99.54,2.80,0.08,0.00
Ah 8d 2c,Jc,Tc8c,0.743,44.31,3.12432,58.7597,0.40,2.99,99.54,3.13,0.06,0.00
Ah 8d 2c,Jc,Tc9c,0.402,36.57,5.12542,116.801,1.20,5.05,98.77,5.13,0.03,0.00
Ah 8d 2c,Jc,Qc8c,0.870,46.51,3.42889,61.4323,0.17,2.62,99.79,3.43,0.04,0.00
Ah 8d 2c,Jc,Qc9c,0.016,32.51,2.51131,64.371,0.21,1.74,99.73,2.51,0.06,0.00
Ah 8d 2c,Jc,QcTc,0.385,39.60,5.64059,118.714,1.02,5.40,98.97,5.64,0.01,0.00
Ah 8d 2c,Jc,QcTd,0.003,28.07,1.66121,49.3215,0.02,1.02,99.80,1.66,0.17,0.00
Ah 8d 2c,Jc,QcJd,0.005,38.92,0.18408,3.94111,0.02,-2.85,92.16,0.20,7.82,0.00
Ah 8d 2c,Jc,QcTh,0.003,28.32,1.70637,50.2137,0.02,0.97,99.81,1.71,0.17,0.00
Ah 8d 2c,Jc,QcJh,0.003,39.05,0.21928,4.67975,0.02,-2.92,94.80,0.23,5.19,0.00
Ah 8d 2c,Jc,QcTs,0.003,28.00,1.68927,50.2845,0.02,1.04,99.81,1.69,0.17,0.00
Ah 8d 2c,Jc,QcJs,0.013,38.77,0.20796,4.47014,0.02,-2.83,93.09,0.22,6.89,0.00
Ah 8d 2c,Jc,Kc3c,0.255,31.07,0.54505,14.6175,0.23,0.01,99.41,0.55,0.36,0.00
Ah 8d 2c,Jc,Kc4c,0.238,31.23,0.56049,14.9578,0.20,0.01,99.43,0.56,0.37,0.00
Ah 8d 2c,Jc,Kc5c,0.347,31.02,0.55857,15.0049,0.15,-0.07,99.44,0.56,0.41,0.00
Ah 8d 2c,Jc,Kc6c,0.002,31.12,0.55908,14.9717,0.14,0.16,99.38,0.56,0.48,0.00
Ah 8d 2c,Jc,Kc7c,0.002,30.90,0.42509,11.4631,0.06,0.06,99.14,0.43,0.79,0.00
Ah 8d 2c,Jc,Kc8c,0.744,47.48,4.1646,73.0929,0.11,3.46,99.84,4.17,0.05,0.00
Ah 8d 2c,Jc,Kc9c,0.347,30.27,0.08872,2.44224,0.12,-0.65,98.93,0.09,0.95,0.00
Ah 8d 2c,Jc,KcTc,0.779,36.67,3.50014,79.5398,0.03,3.20,99.89,3.50,0.08,0.00
Ah 8d 2c,Jc,KcQc,0.970,37.42,3.3999,75.7142,0.54,3.30,99.40,3.40,0.06,0.00
Ah 8d 2c,Jc,KcTd,0.002,23.49,-0.0036,-0.12758,0.01,-2.31,0.31,-1.10,99.68,0.00
Ah 8d 2c,Jc,KcJd,0.003,38.69,-0.00272,-0.05866,0.07,-3.04,18.37,0.00,81.56,0.00
Ah 8d 2c,Jc,KcQd,0.005,24.32,-0.00337,-0.11538,0.01,-2.08,0.29,-1.09,99.70,0.00
Ah 8d 2c,Jc,KcTh,0.002,23.89,-0.00359,-0.12527,0.01,-2.43,0.33,-1.05,99.67,0.00
Ah 8d 2c,Jc,KcJh,0.003,38.81,0.01011,0.2171,0.07,-3.04,35.94,0.03,64.00,0.00
Ah 8d 2c,Jc,KcQh,0.004,24.84,-0.0034,-0.11421,0.01,-2.21,0.30,-1.06,99.69,0.00
Ah 8d 2c,Jc,KcTs,0.002,23.51,-0.00372,-0.13182,0.01,-2.31,0.32,-1.11,99.67,0.00
Ah 8d 2c,Jc,KcJs,0.008,38.54,-0.00318,-0.06869,0.06,-2.96,6.32,-0.02,93.62,0.00
Ah 8d 2c,Jc,KcQs,0.017,24.54,-0.00354,-0.12026,0.01,-2.09,0.29,-1.13,99.70,0.00
Ah 8d 2c,Jc,Ac3c,0.762,57.21,7.21247,105.057,0.22,7.04,99.74,7.22,0.03,0.00
Ah 8d 2c,Jc,Ac4c,0.748,57.20,7.20694,105,0.22,7.04,99.74,7.21,0.03,0.00
Ah 8d 2c,Jc,Ac5c,0.676,57.02,7.1096,103.906,0.46,6.93,99.51,7.11,0.03,0.00
Ah 8d 2c,Jc,Ac6c,0.764,57.33,7.20616,104.751,0.21,6.93,99.76,7.21,0.03,0.00
Ah 8d 2c,Jc,Ac7c,0.542,56.87,6.81493,99.8542,0.21,6.67,99.76,6.82,0.03,0.00
Ah 8d 2c,Jc,Ac8c,0.260,80.77,19.8125,204.403,2.39,19.68,97.61,19.82,0.00,0.00
Ah 8d 2c,Jc,Ac9c,0.488,56.64,7.03988,103.569,0.31,6.40,99.67,7.04,0.01,0.00
Ah 8d 2c,Jc,AcTc,0.686,58.05,7.50302,107.701,0.23,6.17,99.77,7.51,0.00,0.00
Ah 8d 2c,Jc,Ac2d,0.599,69.27,12.2515,147.393,0.13,10.08,99.87,12.25,0.00,0.00
Ah 8d 2c,Jc,Ac3d,0.909,43.87,0.2073,3.93775,0.05,-1.65,99.00,0.21,0.95,0.00
Ah 8d 2c,Jc,Ac4d,0.904,43.88,0.21044,3.99623,0.05,-1.65,99.02,0.21,0.93,0.00
Ah 8d 2c,Jc,Ac5d,0.867,43.82,0.1745,3.3185,0.06,-1.63,98.79,0.18,1.15,0.00
Ah 8d 2c,Jc,Ac6d,0.896,44.15,0.29651,5.59649,0.04,-1.53,99.16,0.30,0.80,0.00
Ah 8d 2c,Jc,Ac7d,0.849,44.34,0.25693,4.8284,0.04,-1.47,99.10,0.26,0.86,0.00
Ah 8d 2c,Jc,Ac9d,0.611,44.39,0.48824,9.166,0.06,-1.29,99.63,0.49,0.31,0.00
Ah 8d 2c,Jc,AcTd,0.691,45.93,1.00327,18.2026,0.06,-1.12,99.83,1.01,0.11,0.00
Ah 8d 2c,Jc,AcJd,0.717,80.90,18.6994,192.625,0.85,18.38,99.15,18.70,0.00,0.00
Ah 8d 2c,Jc,Ac2h,0.595,69.28,12.259,147.454,0.13,10.08,99.87,12.26,0.00,0.00
Ah 8d 2c,Jc,Ac3h,0.911,43.90,0.21525,4.08648,0.05,-1.64,99.01,0.22,0.94,0.00
Ah 8d 2c,Jc,Ac4h,0.902,43.90,0.21515,4.0843,0.05,-1.64,99.01,0.22,0.93,0.00
Ah 8d 2c,Jc,Ac5h,0.843,43.82,0.17786,3.38259,0.06,-1.64,98.81,0.18,1.13,0.00
Ah 8d 2c,Jc,Ac6h,0.881,44.11,0.28424,5.36936,0.04,-1.54,99.15,0.29,0.81,0.00
Ah 8d 2c,Jc,Ac7h,0.790,44.19,0.18509,3.49075,0.05,-1.53,99.00,0.19,0.96,0.00
Ah 8d 2c,Jc,Ac8h,0.414,74.39,15.2188,170.48,0.21,14.04,99.79,15.22,0.00,0.00
Ah 8d 2c,Jc,Ac9h,0.539,44.69,0.52512,9.79182,0.06,-1.26,99.64,0.53,0.30,0.00
Ah 8d 2c,Jc,AcTh,0.671,46.10,1.07736,19.4763,0.06,-1.27,99.84,1.08,0.10,0.00
Ah 8d 2c,Jc,AcJh,0.663,80.79,18.6498,192.374,0.68,18.25,99.32,18.65,0.00,0.00
Ah 8d 2c,Jc,Ac2s,0.657,69.36,12.2928,147.691,0.13,10.10,99.87,12.30,0.00,0.00
Ah 8d 2c,Jc,Ac3s,0.813,43.91,0.22188,4.2106,0.05,-1.64,99.02,0.22,0.93,0.00
Ah 8d 2c,Jc,Ac4s,0.793,43.93,0.22729,4.31148,0.05,-1.63,99.04,0.23,0.91,0.00
Ah 8d 2c,Jc,Ac5s,0.804,43.88,0.19706,3.74266,0.05,-1.61,98.86,0.20,1.08,0.00
Ah 8d 2c,Jc,Ac6s,0.836,44.15,0.3015,5.69023,0.04,-1.53,99.16,0.30,0.80,0.00
Ah 8d 2c,Jc,Ac7s,0.710,44.33,0.25706,4.83202,0.04,-1.48,99.11,0.26,0.85,0.00
Ah 8d 2c,Jc,Ac8s,0.405,75.23,15.5656,172.415,0.21,14.45,99.78,15.57,0.00,0.00
Ah 8d 2c,Jc,Ac9s,0.593,44.64,0.50683,9.46258,0.06,-1.27,99.64,0.51,0.30,0.00
Ah 8d 2c,Jc,AcTs,0.716,46.04,1.04324,18.8837,0.06,-1.14,99.84,1.05,0.10,0.00
Ah 8d 2c,Jc,AcJs,0.703,80.96,18.7392,192.88,1.00,18.44,99.00,18.74,0.00,0.00
Ah 8d 2c,Jc,6d6c,0.706,22.95,-0.00292,-0.1059,0.04,-4.42,0.05,-2.30,99.91,0.00
Ah 8d 2c,Jc,6d5d,0.137,3.64,-0.00292,-0.66786,0.02,-6.64,0.02,-6.58,99.96,0.00
Ah 8d 2c,Jc,7d7c,0.656,23.03,-0.00301,-0.10899,0.03,-4.74,0.05,-2.87,99.92,0.00
Ah 8d 2c,Jc,7d6d,0.249,4.10,-0.00292,-0.59211,0.02,-6.56,0.02,-6.60,99.96,0.00
Ah 8d 2c,Jc,9d9c,0.686,32.55,-0.00309,-0.07899,0.03,-4.23,0.25,-0.72,99.72,0.00
Ah 8d 2c,Jc,TdTc,0.825,33.89,-0.00278,-0.06842,0.04,-4.38,0.46,-0.22,99.50,0.00
Ah 8d 2c,Jc,Td9d,0.374,24.09,0.76824,26.5717,0.03,0.46,99.67,0.77,0.30,0.00
Ah 8d 2c,Jc,JdTc,0.022,37.92,0.01727,0.37956,0.06,-2.99,63.86,0.03,36.08,0.00
Ah 8d 2c,Jc,Jd9d,0.475,38.54,-0.00284,-0.06144,0.06,-2.86,4.12,-0.03,95.82,0.00
Ah 8d 2c,Jc,JdTd,0.426,38.64,-0.0034,-0.07339,0.05,-3.09,2.17,-0.09,97.78,0.00
Ah 8d 2c,Jc,JdTh,0.064,39.02,-0.00295,-0.06304,0.05,-3.20,2.26,-0.06,97.69,0.00
Ah 8d 2c,Jc,JdTs,0.245,38.76,-0.00404,-0.0868,0.06,-3.11,6.26,-0.04,93.69,0.00
Ah 8d 2c,Jc,QdTc,0.003,27.92,1.60732,47.9738,0.02,1.16,99.79,1.61,0.18,0.00
Ah 8d 2c,Jc,Qd9d,0.124,19.00,-0.00274,-0.12018,0.05,-2.81,0.05,-2.22,99.89,0.00
Ah 8d 2c,Jc,QdTd,0.401,28.64,1.43644,41.7921,0.03,1.34,99.77,1.44,0.20,0.00
Ah 8d 2c,Jc,QdJd,0.527,39.51,-0.00229,-0.04828,0.06,-3.25,6.35,-0.01,93.59,0.00
Ah 8d 2c,Jc,QdTh,0.003,28.75,1.49058,43.2063,0.03,1.20,99.78,1.49,0.19,0.00
Ah 8d 2c,Jc,QdJh,0.004,39.63,0.03157,0.66381,0.05,-3.25,69.94,0.05,30.01,0.00
Ah 8d 2c,Jc,QdTs,0.003,28.46,1.49984,43.9153,0.02,1.25,99.78,1.50,0.19,0.00
Ah 8d 2c,Jc,QdJs,0.012,39.35,0.0234,0.49546,0.06,-3.22,46.28,0.05,53.66,0.00
Ah 8d 2c,Jc,KdTc,0.002,23.89,-0.0035,-0.12206,0.01,-2.77,0.28,-1.15,99.71,0.00
Ah 8d 2c,Jc,KdQc,0.004,24.97,-0.00347,-0.11595,0.01,-1.89,0.28,-1.18,99.71,0.00
Ah 8d 2c,Jc,Kd2d,0.366,22.01,-0.00276,-0.10465,0.05,-2.90,0.06,-2.55,99.90,0.00
Ah 8d 2c,Jc,Kd3d,0.223,15.47,-0.00292,-0.1571,0.02,-6.85,0.02,-5.28,99.95,0.00
Ah 8d 2c,Jc,Kd4d,0.226,15.62,-0.00292,-0.15564,0.02,-6.84,0.02,-5.26,99.95,0.00
Ah 8d 2c,Jc,Kd5d,0.296,15.50,-0.00291,-0.15634,0.02,-6.86,0.02,-5.23,99.95,0.00
Ah 8d 2c,Jc,Kd6d,0.002,15.59,-0.00291,-0.15556,0.02,-6.74,0.02,-5.18,99.95,0.00
Ah 8d 2c,Jc,Kd7d,0.003,15.93,-0.00289,-0.15144,0.02,-6.68,0.02,-5.13,99.95,0.00
Ah 8d 2c,Jc,Kd9d,0.427,16.98,-0.00291,-0.14283,0.02,-7.07,0.02,-5.04,99.95,0.00
Ah 8d 2c,Jc,KdTd,0.851,24.78,-0.00343,-0.11523,0.01,-2.46,0.32,-1.02,99.68,0.00
Ah 8d 2c,Jc,KdJd,0.969,40.20,-0.00383,-0.07941,0.04,-3.21,2.74,-0.09,97.22,0.00
Ah 8d 2c,Jc,KdQd,0.978,25.82,-0.0033,-0.10649,0.01,-2.04,0.33,-0.92,99.66,0.00
Ah 8d 2c,Jc,KdTh,0.002,25.17,-0.00344,-0.11373,0.01,-2.57,0.33,-0.98,99.66,0.00
Ah 8d 2c,Jc,KdJh,0.003,40.32,-0.00328,-0.06776,0.07,-3.19,6.80,-0.02,93.14,0.00
Ah 8d 2c,Jc,KdQh,0.004,26.32,-0.00332,-0.10504,0.01,-2.23,0.33,-0.91,99.66,0.00
Ah 8d 2c,Jc,KdTs,0.002,24.80,-0.00361,-0.12145,0.01,-2.50,0.32,-1.08,99.67,0.00
Ah 8d 2c,Jc,KdJs,0.003,40.05,-0.0029,-0.06029,0.05,-3.06,3.46,-0.04,96.48,0.00
Ah 8d 2c,Jc,KdQs,0.009,26.03,-0.00348,-0.1115,0.01,-1.95,0.33,-0.99,99.66,0.00
Ah 8d 2c,Jc,Ad3c,0.907,43.62,0.18675,3.56786,0.04,-3.34,99.12,0.19,0.84,0.00
Ah 8d 2c,Jc,Ad4c,0.903,43.60,0.17994,3.43893,0.04,-3.35,99.12,0.18,0.84,0.00
Ah 8d 2c,Jc,Ad5c,0.865,43.50,0.15306,2.93209,0.04,-3.43,99.06,0.16,0.90,0.00
Ah 8d 2c,Jc,Ad6c,0.894,43.90,0.2961,5.62055,0.04,-3.08,99.25,0.30,0.72,0.00
Ah 8d 2c,Jc,Ad7c,0.830,43.67,0.07583,1.44693,0.04,-3.13,98.96,0.08,1.00,0.00
Ah 8d 2c,Jc,Ad8c,0.418,73.52,15.0201,170.242,0.15,12.98,99.85,15.02,0.00,0.00
Ah 8d 2c,Jc,Ad9c,0.609,43.36,0.29989,5.76392,0.05,-2.85,99.65,0.30,0.30,0.00
Ah 8d 2c,Jc,AdTc,0.678,44.93,0.78326,14.5267,0.05,-3.05,99.86,0.79,0.09,0.00
Ah 8d 2c,Jc,Ad2d,0.397,68.61,11.964,145.319,0.12,9.58,99.88,11.97,0.00,0.00
Ah 8d 2c,Jc,Ad3d,0.740,43.44,-0.00094,-0.01799,0.07,-3.43,90.85,0.00,9.09,0.00
Ah 8d 2c,Jc,Ad4d,0.735,43.45,0.00234,0.04487,0.07,-3.43,96.54,0.00,3.40,0.00
Ah 8d 2c,Jc,Ad5d,0.650,43.39,-0.00132,-0.02535,0.07,-3.44,67.98,0.00,31.95,0.00
Ah 8d 2c,Jc,Ad6d,0.754,43.72,0.10123,1.92935,0.05,-3.30,98.79,0.10,1.16,0.00
