Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 21%,RAISE 21 EV,CALL%,CALL EV,FOLD%,FOLD EV
Ah 8d 2c,7h,Kd9d,0.427,19.12,-0.00289,-0.12613,0.06,-4.20,0.01,-4.28,99.93,0.00
Ah 8d 2c,7h,KdTd,0.852,19.85,-0.0028,-0.11739,0.07,-3.64,0.01,-4.08,99.92,0.00
Ah 8d 2c,7h,KdJd,0.969,20.45,-0.00279,-0.11359,0.06,-4.04,0.01,-4.00,99.93,0.00
Ah 8d 2c,7h,KdQd,0.979,20.74,-0.00271,-0.10895,0.06,-3.41,0.01,-3.98,99.92,0.00
Ah 8d 2c,7h,KdTh,0.002,18.29,-0.00294,-0.13407,0.07,-3.97,0.01,-4.35,99.93,0.00
Ah 8d 2c,7h,KdJh,0.003,17.37,-0.00293,-0.14048,0.06,-4.48,0.01,-4.51,99.93,0.00
Ah 8d 2c,7h,KdQh,0.004,19.64,-0.00285,-0.12111,0.06,-4.00,0.01,-3.98,99.93,0.00
Ah 8d 2c,7h,KdTs,0.002,19.83,-0.00284,-0.11927,0.07,-3.75,0.01,-4.09,99.93,0.00
Ah 8d 2c,7h,KdJs,0.003,20.35,-0.00287,-0.11762,0.06,-4.19,0.01,-4.02,99.93,0.00
Ah 8d 2c,7h,KdQs,0.009,20.75,-0.00291,-0.11674,0.06,-4.04,0.01,-3.98,99.93,0.00
Ah 8d 2c,7h,Ad3c,0.904,43.29,0.01059,0.20381,1.79,0.01,77.56,0.01,20.64,0.00
Ah 8d 2c,7h,Ad4c,0.901,43.22,-0.00348,-0.0671,0.78,-0.10,77.42,0.00,21.80,0.00
Ah 8d 2c,7h,Ad5c,0.863,43.11,-0.00445,-0.08607,0.23,-0.13,60.51,-0.01,39.26,0.00
Ah 8d 2c,7h,Ad6c,0.892,43.40,-0.00265,-0.05089,0.18,-0.11,58.45,0.00,41.37,0.00
Ah 8d 2c,7h,Ad7c,0.828,67.65,11.0166,135.711,0.15,9.06,99.85,11.02,0.00,0.00
Ah 8d 2c,7h,Ad8c,0.406,79.08,17.221,181.465,38.27,17.22,61.72,17.22,0.01,0.00
Ah 8d 2c,7h,Ad9c,0.607,43.81,0.41464,7.88686,0.04,0.25,99.02,0.42,0.94,0.00
Ah 8d 2c,7h,AdTc,0.677,44.56,0.56861,10.6328,0.12,0.55,99.41,0.57,0.47,0.00
Ah 8d 2c,7h,AdJc,0.694,47.86,1.84073,32.0494,0.16,1.23,99.77,1.84,0.07,0.00
Ah 8d 2c,7h,Ad2d,0.396,68.13,11.0816,135.545,0.23,10.09,99.77,11.08,0.00,0.00
Ah 8d 2c,7h,Ad3d,0.738,43.28,0.00941,0.18125,1.94,0.00,77.94,0.01,20.13,0.00
Ah 8d 2c,7h,Ad4d,0.733,43.22,-0.00228,-0.04401,0.77,-0.10,77.30,0.00,21.94,0.00
Ah 8d 2c,7h,Ad5d,0.648,43.13,-0.0048,-0.09278,0.27,-0.12,68.87,-0.01,30.86,0.00
Ah 8d 2c,7h,Ad6d,0.752,43.47,-0.0012,-0.02301,0.19,-0.08,66.05,0.00,33.76,0.00
Ah 8d 2c,7h,Ad7d,0.513,67.95,11.2295,137.725,0.15,9.37,99.85,11.23,0.00,0.00
Ah 8d 2c,7h,Ad9d,0.489,43.19,0.32307,6.23415,0.05,0.17,98.77,0.33,1.18,0.00
Ah 8d 2c,7h,AdTd,0.690,44.46,0.54182,10.1558,3.41,0.54,96.11,0.54,0.48,0.00
Ah 8d 2c,7h,Ad2h,0.656,68.19,11.1553,136.326,0.21,9.94,99.79,11.16,0.00,0.00
Ah 8d 2c,7h,Ad3h,0.910,43.28,0.10782,2.07604,0.38,0.08,97.17,0.11,2.45,0.00
Ah 8d 2c,7h,Ad4h,0.905,43.18,0.07846,1.51439,0.12,-0.04,96.34,0.08,3.54,0.00
Ah 8d 2c,7h,Ad5h,0.851,42.89,0.01834,0.35637,0.11,-0.06,96.43,0.02,3.46,0.00
Ah 8d 2c,7h,Ad6h,0.880,43.44,0.11382,2.18339,2.13,0.10,95.13,0.12,2.75,0.00
Ah 8d 2c,7h,Ad8h,0.342,78.86,17.2887,182.702,17.56,17.29,82.43,17.29,0.01,0.00
Ah 8d 2c,7h,Ad9h,0.541,42.00,0.03112,0.61756,1.08,-0.08,92.14,0.03,6.79,0.00
Ah 8d 2c,7h,AdTh,0.681,43.07,0.17643,3.414,3.71,0.18,95.72,0.18,0.57,0.00
Ah 8d 2c,7h,AdJh,0.671,45.76,1.30443,23.7552,0.17,0.69,99.76,1.31,0.07,0.00
Ah 8d 2c,7h,Ad2s,0.702,68.20,11.1196,135.869,0.22,10.05,99.77,11.12,0.00,0.00
Ah 8d 2c,7h,Ad3s,0.824,43.24,0.00221,0.04264,1.67,-0.01,87.44,0.00,10.89,0.00
Ah 8d 2c,7h,Ad4s,0.817,43.22,0.00058,0.01128,0.75,-0.10,87.07,0.00,12.18,0.00
Ah 8d 2c,7h,Ad5s,0.810,43.15,0.00674,0.13021,0.38,0.00,76.78,0.01,22.84,0.00
Ah 8d 2c,7h,Ad6s,0.837,43.41,-0.00773,-0.14847,2.85,-0.02,65.84,-0.01,31.31,0.00
Ah 8d 2c,7h,Ad7s,0.727,68.16,11.3073,138.237,0.14,9.22,99.86,11.31,0.00,0.00
Ah 8d 2c,7h,Ad8s,0.335,79.18,17.2993,182.061,46.05,17.30,53.94,17.30,0.01,0.00
Ah 8d 2c,7h,Ad9s,0.588,43.81,0.41406,7.87634,0.04,0.26,99.06,0.42,0.90,0.00
Ah 8d 2c,7h,AdTs,0.724,44.48,0.54101,10.136,0.19,0.53,99.33,0.54,0.48,0.00
Ah 8d 2c,7h,AdJs,0.705,47.85,1.82045,31.703,0.16,1.08,99.78,1.82,0.07,0.00
Ah 8d 2c,7h,6h6c,0.710,24.22,-0.00291,-0.10007,0.08,-2.16,0.05,-2.54,99.87,0.00
Ah 8d 2c,7h,6h6d,0.750,24.12,-0.0029,-0.10029,0.08,-2.11,0.05,-2.55,99.87,0.00
Ah 8d 2c,7h,6h5h,0.172,33.26,5.48087,137.305,98.28,5.48,1.72,5.32,0.01,0.00
Ah 8d 2c,7h,8h8c,0.018,91.29,31.3065,285.784,99.86,31.31,0.14,28.55,0.00,0.00
Ah 8d 2c,7h,9h9c,0.607,31.70,-0.00365,-0.09584,0.01,-1.17,0.34,-1.03,99.65,0.00
Ah 8d 2c,7h,9h9d,0.703,31.00,-0.00365,-0.09805,0.01,-1.17,0.32,-1.09,99.67,0.00
Ah 8d 2c,7h,9h8h,0.877,48.04,4.21188,73.0672,5.62,4.21,94.33,4.21,0.05,0.00
Ah 8d 2c,7h,ThTc,0.835,33.30,-0.00394,-0.09848,0.01,-0.80,0.51,-0.75,99.48,0.00
Ah 8d 2c,7h,ThTd,0.860,33.17,-0.00384,-0.09653,0.01,-0.74,0.50,-0.75,99.49,0.00
Ah 8d 2c,7h,Th8h,0.697,48.52,4.3222,74.2378,11.46,4.28,88.49,4.33,0.05,0.00
Ah 8d 2c,7h,Th9h,0.332,35.89,5.66671,131.577,93.94,5.68,6.05,5.54,0.01,0.00
Ah 8d 2c,7h,JhTc,0.077,20.36,-0.00285,-0.11668,0.16,-1.63,0.02,-1.67,99.83,0.00
Ah 8d 2c,7h,JhTd,0.119,20.22,-0.00281,-0.11574,0.16,-1.59,0.02,-1.69,99.82,0.00
Ah 8d 2c,7h,Jh8h,0.743,47.67,4.20437,73.4956,4.71,4.16,95.24,4.21,0.04,0.00
Ah 8d 2c,7h,Jh9h,0.422,31.85,2.90029,75.8792,7.56,2.87,92.40,2.90,0.04,0.00
Ah 8d 2c,7h,JhTh,0.403,33.91,3.12687,76.849,18.38,3.12,81.57,3.13,0.05,0.00
Ah 8d 2c,7h,JhTs,0.337,20.29,-0.00287,-0.11797,0.16,-1.62,0.02,-1.69,99.82,0.00
Ah 8d 2c,7h,QhTc,0.003,15.72,-0.00287,-0.15237,0.06,-4.52,0.00,-4.58,99.94,0.00
Ah 8d 2c,7h,QhJc,0.003,16.62,-0.00295,-0.14774,0.05,-5.14,0.00,-4.55,99.94,0.00
Ah 8d 2c,7h,QhTd,0.003,15.56,-0.00285,-0.1527,0.06,-4.45,0.00,-4.61,99.94,0.00
Ah 8d 2c,7h,QhJd,0.004,16.13,-0.00287,-0.14811,0.05,-4.98,0.00,-4.58,99.94,0.00
Ah 8d 2c,7h,Qh8h,0.829,49.20,4.92658,83.4436,44.86,4.93,55.09,4.93,0.05,0.00
Ah 8d 2c,7h,Qh9h,0.069,29.81,0.79928,22.3449,7.56,0.77,92.23,0.80,0.20,0.00
Ah 8d 2c,7h,QhTh,0.373,30.30,0.90167,24.8013,14.55,0.89,85.20,0.91,0.24,0.00
Ah 8d 2c,7h,QhJh,0.507,29.82,0.67955,18.9895,0.52,0.33,99.29,0.68,0.18,0.00
Ah 8d 2c,7h,QhTs,0.003,15.54,-0.00289,-0.15489,0.06,-4.54,0.00,-4.62,99.94,0.00
Ah 8d 2c,7h,QhJs,0.008,16.06,-0.00295,-0.15301,0.05,-5.14,0.00,-4.59,99.94,0.00
Ah 8d 2c,7h,KhTc,0.002,18.50,-0.00289,-0.13037,0.06,-4.21,0.01,-4.15,99.93,0.00
Ah 8d 2c,7h,KhJc,0.003,19.39,-0.00294,-0.12629,0.06,-4.81,0.01,-4.09,99.94,0.00
Ah 8d 2c,7h,KhQc,0.004,19.28,-0.003,-0.12956,0.05,-4.81,0.01,-4.08,99.94,0.00
Ah 8d 2c,7h,KhTd,0.002,18.35,-0.00288,-0.13065,0.06,-4.15,0.01,-4.17,99.93,0.00
Ah 8d 2c,7h,KhJd,0.003,18.90,-0.00288,-0.12697,0.05,-4.75,0.01,-4.12,99.94,0.00
Ah 8d 2c,7h,KhQd,0.004,19.22,-0.00284,-0.12319,0.06,-4.27,0.01,-4.09,99.93,0.00
Ah 8d 2c,7h,Kh2h,0.363,39.92,5.21603,108.887,99.09,5.22,0.91,4.71,0.01,0.00
Ah 8d 2c,7h,Kh3h,0.378,33.90,2.22728,54.7579,49.77,2.23,50.12,2.23,0.12,0.00
Ah 8d 2c,7h,Kh4h,0.315,33.98,2.22572,54.588,9.20,2.21,90.71,2.23,0.09,0.00
Ah 8d 2c,7h,Kh5h,0.349,33.90,2.24221,55.1168,42.59,2.25,57.30,2.24,0.11,0.00
Ah 8d 2c,7h,Kh6h,0.007,33.66,2.15472,53.3458,92.47,2.16,7.45,2.10,0.08,0.00
Ah 8d 2c,7h,Kh8h,0.628,49.09,5.28328,89.6786,36.42,5.29,63.53,5.29,0.05,0.00
Ah 8d 2c,7h,Kh9h,0.520,32.40,1.41786,36.4683,1.96,1.31,97.96,1.42,0.08,0.00
Ah 8d 2c,7h,KhTh,0.779,33.22,1.66593,41.7937,2.28,1.50,97.66,1.67,0.07,0.00
Ah 8d 2c,7h,KhJh,0.953,32.35,1.3951,35.9403,0.50,0.91,99.43,1.40,0.07,0.00
Ah 8d 2c,7h,KhQh,0.964,34.57,2.05052,49.4247,1.39,2.00,98.52,2.05,0.08,0.00
Ah 8d 2c,7h,KhTs,0.002,18.33,-0.00291,-0.13236,0.06,-4.24,0.01,-4.19,99.93,0.00
Ah 8d 2c,7h,KhJs,0.003,18.81,-0.00294,-0.13027,0.05,-4.83,0.01,-4.13,99.94,0.00
Ah 8d 2c,7h,KhQs,0.004,19.24,-0.00299,-0.12944,0.05,-4.73,0.01,-4.08,99.94,0.00
Ah 8d 2c,7h,6s6c,0.807,24.45,-0.00289,-0.09838,0.07,-2.76,0.04,-2.83,99.90,0.00
Ah 8d 2c,7h,6s6d,0.821,24.35,-0.00288,-0.09858,0.07,-2.71,0.04,-2.84,99.90,0.00
Ah 8d 2c,7h,6s6h,0.835,24.26,-0.00286,-0.09834,0.08,-1.97,0.05,-2.54,99.87,0.00
Ah 8d 2c,7h,6s5s,0.001,19.99,1.78918,74.573,99.61,1.79,0.39,0.80,0.01,0.00
Ah 8d 2c,7h,7s7c,0.762,86.06,23.5275,227.821,97.61,23.53,2.38,23.42,0.00,0.00
Ah 8d 2c,7h,7s7d,0.787,86.15,23.9722,231.884,98.63,23.98,1.37,23.75,0.00,0.00
Ah 8d 2c,7h,7s6s,0.000,28.34,-0.00325,-0.09558,0.01,-0.95,0.18,-1.70,99.80,0.00
Ah 8d 2c,7h,8s8c,0.009,90.88,29.8353,273.592,99.82,29.84,0.18,27.57,0.00,0.00
Ah 8d 2c,7h,8s8h,0.016,91.32,31.3816,286.379,99.86,31.39,0.14,28.62,0.00,0.00
Ah 8d 2c,7h,8s7s,0.499,67.45,11.5324,142.486,0.18,10.11,99.81,11.54,0.00,0.00
Ah 8d 2c,7h,9s9c,0.710,33.50,-0.00318,-0.07914,0.04,-1.56,0.25,-1.06,99.72,0.00
Ah 8d 2c,7h,9s9d,0.748,32.87,-0.00324,-0.08205,0.03,-1.53,0.23,-1.16,99.73,0.00
Ah 8d 2c,7h,9s9h,0.712,31.70,-0.00371,-0.09762,0.01,-1.14,0.34,-1.04,99.64,0.00
Ah 8d 2c,7h,9s8s,0.950,35.85,-0.00209,-0.04851,0.92,-0.01,0.41,-0.49,98.67,0.00
Ah 8d 2c,7h,TsTc,0.765,34.80,-0.00339,-0.08106,0.02,-0.84,0.46,-0.70,99.52,0.00
Ah 8d 2c,7h,TsTd,0.811,34.68,-0.0033,-0.07926,0.02,-0.78,0.45,-0.71,99.54,0.00
Ah 8d 2c,7h,TsTh,0.814,33.21,-0.004,-0.1005,0.01,-0.81,0.51,-0.77,99.48,0.00
Ah 8d 2c,7h,Ts8s,0.842,36.85,-0.00155,-0.03507,10.54,0.00,0.66,-0.20,88.80,0.00
Ah 8d 2c,7h,Ts9s,0.535,22.67,0.68178,25.0643,44.30,0.68,55.49,0.68,0.21,0.00
Ah 8d 2c,7h,JsTc,0.167,22.11,-0.00301,-0.1135,0.16,-1.71,0.02,-1.39,99.82,0.00
Ah 8d 2c,7h,JsTd,0.191,21.99,-0.00292,-0.11055,0.16,-1.61,0.02,-1.41,99.82,0.00
Ah 8d 2c,7h,JsTh,0.255,21.22,-0.00308,-0.12079,0.17,-1.68,0.02,-1.51,99.82,0.00
Ah 8d 2c,7h,Js8s,0.841,37.86,-0.00221,-0.04864,1.09,-0.01,1.04,-0.20,97.87,0.00
Ah 8d 2c,7h,Js9s,0.090,18.51,-0.00315,-0.14174,0.14,-2.03,0.02,-2.01,99.84,0.00
Ah 8d 2c,7h,JsTs,0.338,22.01,-0.00305,-0.11546,0.16,-1.73,0.02,-1.42,99.82,0.00
Ah 8d 2c,7h,QsTc,0.003,16.27,-0.003,-0.1534,0.06,-4.87,0.00,-4.67,99.94,0.00
Ah 8d 2c,7h,QsJc,0.016,17.51,-0.00303,-0.14438,0.05,-5.33,0.00,-4.58,99.94,0.00
Ah 8d 2c,7h,QsTd,0.003,16.12,-0.00296,-0.15324,0.06,-4.76,0.00,-4.70,99.94,0.00
Ah 8d 2c,7h,QsJd,0.019,17.03,-0.00296,-0.14477,0.05,-5.17,0.00,-4.61,99.94,0.00
Ah 8d 2c,7h,QsTh,0.003,14.50,-0.00307,-0.17664,0.06,-5.13,0.00,-4.99,99.94,0.00
Ah 8d 2c,7h,QsJh,0.100,14.21,-0.00304,-0.17822,0.05,-5.63,0.00,-5.07,99.95,0.00
Ah 8d 2c,7h,Qs8s,0.921,38.43,-0.00205,-0.04444,2.19,-0.02,1.25,-0.13,96.56,0.00
Ah 8d 2c,7h,Qs9s,0.000,15.61,-0.00303,-0.16192,0.05,-5.21,0.00,-4.91,99.94,0.00
Ah 8d 2c,7h,QsTs,0.144,16.10,-0.00301,-0.15588,0.06,-4.90,0.00,-4.71,99.94,0.00
Ah 8d 2c,7h,QsJs,0.532,16.95,-0.00304,-0.14923,0.05,-5.32,0.00,-4.61,99.94,0.00
Ah 8d 2c,7h,KsTc,0.003,20.41,-0.00295,-0.12047,0.06,-4.19,0.01,-3.98,99.93,0.00
Ah 8d 2c,7h,KsJc,0.004,21.33,-0.00298,-0.11642,0.06,-4.66,0.01,-3.92,99.93,0.00
Ah 8d 2c,7h,KsQc,0.011,21.20,-0.00302,-0.11871,0.05,-4.64,0.01,-3.90,99.93,0.00
Ah 8d 2c,7h,KsTd,0.003,20.26,-0.00293,-0.12035,0.06,-4.10,0.01,-4.00,99.93,0.00
Ah 8d 2c,7h,KsJd,0.128,20.87,-0.0029,-0.1159,0.06,-4.54,0.01,-3.94,99.93,0.00
Ah 8d 2c,7h,KsQd,0.028,21.15,-0.00284,-0.11177,0.06,-3.94,0.01,-3.91,99.93,0.00
Ah 8d 2c,7h,KsTh,0.003,18.73,-0.00304,-0.13547,0.06,-4.33,0.01,-4.28,99.93,0.00
Ah 8d 2c,7h,KsJh,0.048,17.83,-0.00302,-0.14093,0.06,-4.83,0.01,-4.44,99.94,0.00
Ah 8d 2c,7h,KsQh,0.007,20.06,-0.00295,-0.12275,0.06,-4.42,0.01,-3.91,99.93,0.00
Ah 8d 2c,7h,Ks2s,0.619,24.64,-0.0029,-0.09798,0.10,-1.53,0.06,-2.05,99.83,0.00
Ah 8d 2c,7h,Ks3s,0.000,17.55,-0.00303,-0.14388,0.06,-4.80,0.01,-4.54,99.94,0.00
Ah 8d 2c,7h,Ks4s,0.001,17.68,-0.00303,-0.14278,0.06,-4.87,0.01,-4.52,99.94,0.00
Ah 8d 2c,7h,Ks5s,0.000,17.79,-0.00297,-0.1392,0.06,-4.54,0.01,-4.49,99.93,0.00
Ah 8d 2c,7h,Ks6s,0.000,18.26,-0.00297,-0.13537,0.06,-4.52,0.01,-4.38,99.93,0.00
Ah 8d 2c,7h,Ks7s,0.000,31.49,-0.00334,-0.0885,0.01,-1.59,0.25,-1.25,99.74,0.00
Ah 8d 2c,7h,Ks8s,0.798,39.06,-0.00141,-0.03003,7.78,0.00,2.83,-0.04,89.39,0.00
Ah 8d 2c,7h,Ks9s,0.004,20.15,-0.00299,-0.12347,0.06,-4.55,0.01,-4.13,99.93,0.00
Ah 8d 2c,7h,KsTs,0.165,20.24,-0.00297,-0.12215,0.06,-4.21,0.01,-4.02,99.93,0.00
Ah 8d 2c,7h,KsJs,0.576,20.77,-0.00297,-0.11937,0.06,-4.66,0.01,-3.95,99.93,0.00
Ah 8d 2c,7h,KsQs,0.457,21.16,-0.00301,-0.11854,0.06,-4.54,0.01,-3.90,99.93,0.00
Ah 8d 2c,7h,As3c,0.894,43.29,0.01132,0.21784,1.91,-0.01,75.36,0.02,22.73,0.00
Ah 8d 2c,7h,As4c,0.889,43.22,-0.00279,-0.0538,0.68,-0.11,77.15,0.00,22.16,0.00
Ah 8d 2c,7h,As5c,0.852,43.11,-0.00417,-0.08054,0.21,-0.13,60.58,-0.01,39.21,0.00
Ah 8d 2c,7h,As6c,0.879,43.40,-0.00229,-0.04388,0.18,-0.12,58.52,0.00,41.30,0.00
Ah 8d 2c,7h,As7c,0.777,67.68,11.0376,135.903,0.15,9.06,99.85,11.04,0.00,0.00
Ah 8d 2c,7h,As8c,0.406,79.12,17.2658,181.845,38.59,17.27,61.40,17.27,0.01,0.00
Ah 8d 2c,7h,As9c,0.585,43.78,0.41109,7.82505,0.04,0.22,99.01,0.42,0.95,0.00
Ah 8d 2c,7h,AsTc,0.671,44.50,0.55009,10.3019,0.53,0.51,99.01,0.55,0.45,0.00
Ah 8d 2c,7h,AsJc,0.695,47.85,1.84135,32.0669,0.16,1.20,99.77,1.84,0.07,0.00
Ah 8d 2c,7h,As2d,0.597,68.16,11.0994,135.695,0.23,10.08,99.77,11.10,0.00,0.00
Ah 8d 2c,7h,As3d,0.898,43.28,0.00993,0.19123,2.04,-0.01,74.84,0.01,23.12,0.00
Ah 8d 2c,7h,As4d,0.894,43.22,-0.00156,-0.03004,0.68,-0.11,76.38,0.00,22.95,0.00
Ah 8d 2c,7h,As5d,0.858,43.13,-0.00444,-0.08571,0.21,-0.13,68.49,-0.01,31.31,0.00
Ah 8d 2c,7h,As6d,0.881,43.47,0.00092,0.01767,0.19,-0.09,66.97,0.00,32.84,0.00
Ah 8d 2c,7h,As7d,0.809,67.98,11.2475,137.877,0.15,9.37,99.85,11.25,0.00,0.00
Ah 8d 2c,7h,As9d,0.588,43.15,0.32002,6.18011,0.05,0.14,98.74,0.32,1.21,0.00
Ah 8d 2c,7h,AsTd,0.695,44.39,0.52494,9.8543,3.71,0.50,95.84,0.53,0.45,0.00
Ah 8d 2c,7h,AsJd,0.725,47.43,1.64291,28.8628,0.17,1.07,99.76,1.65,0.07,0.00
Ah 8d 2c,7h,As2h,0.590,68.22,11.1734,136.479,0.21,9.95,99.79,11.18,0.00,0.00
Ah 8d 2c,7h,As3h,0.900,43.28,0.10943,2.10701,0.53,0.06,97.13,0.11,2.35,0.00
Ah 8d 2c,7h,As4h,0.892,43.18,0.07925,1.52952,0.11,-0.05,96.27,0.08,3.61,0.00
Ah 8d 2c,7h,As5h,0.840,42.90,0.01971,0.38287,0.11,-0.08,96.37,0.02,3.52,0.00
Ah 8d 2c,7h,As6h,0.863,43.44,0.11705,2.24517,1.42,0.09,95.70,0.12,2.88,0.00
Ah 8d 2c,7h,As8h,0.333,78.90,17.3307,183.041,18.29,17.33,81.70,17.33,0.01,0.00
Ah 8d 2c,7h,As9h,0.521,41.97,0.02934,0.58259,1.08,-0.10,92.68,0.03,6.24,0.00
Ah 8d 2c,7h,AsTh,0.672,43.00,0.15452,2.9948,3.89,0.14,95.51,0.16,0.60,0.00
Ah 8d 2c,7h,AsJh,0.676,45.75,1.29944,23.6707,0.17,0.67,99.76,1.30,0.07,0.00
Ah 8d 2c,7h,As2s,0.647,68.23,11.1358,136,0.23,10.05,99.77,11.14,0.00,0.00
Ah 8d 2c,7h,As3s,0.771,43.24,0.00234,0.045,1.45,-0.03,88.86,0.00,9.69,0.00
Ah 8d 2c,7h,As4s,0.756,43.23,0.00106,0.02037,0.69,-0.11,86.35,0.00,12.96,0.00
Ah 8d 2c,7h,As5s,0.762,43.15,0.00693,0.13385,0.40,-0.01,75.92,0.01,23.68,0.00
Ah 8d 2c,7h,As6s,0.799,43.41,-0.00706,-0.13557,2.43,-0.03,66.59,-0.01,30.98,0.00
Ah 8d 2c,7h,As7s,0.635,68.19,11.3263,138.409,0.14,9.23,99.86,11.33,0.00,0.00
Ah 8d 2c,7h,As8s,0.324,79.22,17.3377,182.383,48.15,17.34,51.84,17.34,0.01,0.00
Ah 8d 2c,7h,As9s,0.553,43.78,0.41049,7.81415,0.04,0.23,99.05,0.41,0.91,0.00
Ah 8d 2c,7h,AsTs,0.704,44.41,0.52297,9.81275,0.36,0.49,99.18,0.53,0.46,0.00
Ah 8d 2c,8h,6c5c,0.198,5.96,-0.00268,-0.37419,0.07,-3.30,0.01,-5.83,99.92,0.00
Ah 8d 2c,8h,7c6c,0.329,7.18,-0.00261,-0.30332,0.07,-2.93,0.01,-5.58,99.92,0.00
Ah 8d 2c,8h,8c7c,0.484,82.27,19.4699,197.204,0.14,17.52,99.85,19.47,0.00,0.00
Ah 8d 2c,8h,9c8c,0.913,82.63,19.5797,197.457,0.15,17.51,99.85,19.58,0.00,0.00
Ah 8d 2c,8h,Tc8c,0.744,83.27,19.8983,199.141,0.18,18.21,99.82,19.90,0.00,0.00
Ah 8d 2c,8h,Tc9c,0.403,9.33,-0.00267,-0.23813,0.06,-3.92,0.01,-5.38,99.93,0.00
Ah 8d 2c,8h,Jc8c,0.767,83.44,19.8564,198.316,0.20,18.38,99.80,19.86,0.00,0.00
Ah 8d 2c,8h,Jc9c,0.480,12.29,-0.00273,-0.185,0.06,-4.16,0.01,-4.87,99.94,0.00
Ah 8d 2c,8h,JcTc,0.492,14.55,-0.0028,-0.16033,0.05,-4.65,0.01,-4.74,99.94,0.00
Ah 8d 2c,8h,JcTd,0.028,14.42,-0.00283,-0.16376,0.05,-4.60,0.01,-4.74,99.94,0.00
Ah 8d 2c,8h,JcTh,0.049,13.59,-0.00286,-0.17538,0.05,-5.13,0.01,-4.98,99.94,0.00
Ah 8d 2c,8h,JcTs,0.197,14.34,-0.00278,-0.16168,0.05,-4.71,0.01,-4.77,99.94,0.00
Ah 8d 2c,8h,Qc8c,0.871,84.98,20.6418,202.426,0.23,19.35,99.77,20.64,0.00,0.00
Ah 8d 2c,8h,Qc9c,0.016,19.06,-0.00268,-0.11729,0.06,-3.73,0.01,-4.01,99.93,0.00
Ah 8d 2c,8h,QcTc,0.386,20.27,-0.00276,-0.11331,0.06,-4.16,0.01,-3.83,99.93,0.00
Ah 8d 2c,8h,QcJc,0.481,21.09,-0.00277,-0.10963,0.06,-4.17,0.01,-3.71,99.93,0.00
Ah 8d 2c,8h,QcTd,0.003,20.42,-0.00277,-0.11306,0.06,-4.04,0.01,-3.81,99.93,0.00
Ah 8d 2c,8h,QcJd,0.005,22.87,-0.0027,-0.09835,0.06,-3.85,0.01,-3.61,99.93,0.00
Ah 8d 2c,8h,QcTh,0.003,19.07,-0.00283,-0.1237,0.05,-4.68,0.01,-4.11,99.94,0.00
Ah 8d 2c,8h,QcJh,0.003,19.58,-0.00294,-0.12528,0.05,-5.34,0.01,-4.20,99.94,0.00
Ah 8d 2c,8h,QcTs,0.003,20.17,-0.00273,-0.11274,0.06,-4.19,0.01,-3.87,99.93,0.00
Ah 8d 2c,8h,QcJs,0.013,20.26,-0.00285,-0.11715,0.05,-4.57,0.01,-3.82,99.94,0.00
Ah 8d 2c,8h,Kc3c,0.257,24.84,-0.00265,-0.0888,0.06,-3.52,0.02,-2.71,99.92,0.00
Ah 8d 2c,8h,Kc4c,0.239,24.98,-0.00265,-0.08831,0.06,-3.52,0.02,-2.68,99.92,0.00
Ah 8d 2c,8h,Kc5c,0.350,24.92,-0.00262,-0.08765,0.06,-3.52,0.02,-2.72,99.92,0.00
Ah 8d 2c,8h,Kc6c,0.002,25.10,-0.0026,-0.0862,0.07,-3.15,0.02,-2.51,99.91,0.00
Ah 8d 2c,8h,Kc7c,0.002,25.36,-0.00255,-0.0839,0.07,-3.15,0.02,-2.52,99.92,0.00
Ah 8d 2c,8h,Kc8c,0.744,86.60,21.5783,207.646,0.61,21.16,99.39,21.58,0.00,0.00
Ah 8d 2c,8h,Kc9c,0.350,25.33,-0.00255,-0.08396,0.06,-3.39,0.02,-2.52,99.92,0.00
Ah 8d 2c,8h,KcTc,0.783,25.84,-0.00265,-0.08541,0.05,-3.83,0.02,-2.68,99.92,0.00
Ah 8d 2c,8h,KcJc,0.962,25.25,-0.0028,-0.0925,0.05,-4.19,0.02,-2.97,99.93,0.00
Ah 8d 2c,8h,KcQc,0.976,26.56,-0.00277,-0.08678,0.06,-3.61,0.03,-2.63,99.92,0.00
Ah 8d 2c,8h,KcTd,0.002,26.03,-0.00266,-0.08517,0.06,-3.68,0.02,-2.52,99.92,0.00
Ah 8d 2c,8h,KcJd,0.003,27.34,-0.00263,-0.08019,0.06,-3.57,0.02,-2.54,99.92,0.00
Ah 8d 2c,8h,KcQd,0.005,27.57,-0.00264,-0.07987,0.06,-3.46,0.03,-2.53,99.92,0.00
Ah 8d 2c,8h,KcTh,0.002,24.58,-0.00273,-0.09266,0.05,-4.30,0.02,-2.89,99.93,0.00
Ah 8d 2c,8h,KcJh,0.003,24.02,-0.00289,-0.10016,0.04,-4.95,0.02,-3.46,99.94,0.00
Ah 8d 2c,8h,KcQh,0.004,25.91,-0.0027,-0.08674,0.05,-3.63,0.03,-2.97,99.92,0.00
Ah 8d 2c,8h,KcTs,0.002,25.81,-0.00263,-0.08495,0.05,-3.83,0.02,-2.80,99.93,0.00
Ah 8d 2c,8h,KcJs,0.008,24.85,-0.00284,-0.09526,0.05,-4.47,0.02,-3.06,99.93,0.00
